,tree_id,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,steward,guards,sidewalk,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other
39843,214112,14,0,OnCurb,Alive,Good,Liquidambar styraciflua,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
216463,396867,0,26,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
332313,551830,19,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
632241,124503,9,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
572818,67487,11,0,OnCurb,Alive,Fair,Acer pseudoplatanus,1or2,Helpful,Damage,BranchOther,No,No,No,No,No,No,No,No,Yes
437432,655548,5,0,OnCurb,Alive,Good,Ulmus parvifolia,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
622936,123710,11,0,OnCurb,Alive,Good,Zelkova serrata,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
600410,95096,10,0,OnCurb,Alive,Fair,Tilia cordata,1or2,Helpful,NoDamage,BranchOther,No,No,No,No,No,No,No,No,Yes
537661,24043,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
570026,44916,5,0,OnCurb,Alive,Fair,Pyrus calleryana,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
68755,267996,4,0,OnCurb,Alive,Good,Acer campestre,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
171469,382589,15,0,OnCurb,Alive,Good,Acer,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
247606,462323,26,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
519951,3566,21,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
595590,84796,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
159861,364268,8,0,OnCurb,Alive,Good,Acer rubrum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
111244,302237,5,0,OnCurb,Alive,Good,Pyrus calleryana,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
296128,501151,7,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
12048,201878,2,0,OffsetFromCurb,Alive,Good,Juniperus virginiana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
58345,188700,10,0,OnCurb,Alive,Good,Prunus virginiana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
14878,193339,20,0,OnCurb,Alive,Good,Acer platanoides,None,None,Damage,None,No,No,No,No,No,No,No,No,No
534636,30810,13,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
352174,560066,12,0,OnCurb,Alive,Good,Acer saccharinum,None,None,Damage,"Stones,WiresRope,BranchLights",Yes,No,No,Yes,No,No,Yes,No,No
529663,24700,19,0,OnCurb,Alive,Good,Ulmus americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
624659,139006,9,0,OnCurb,Alive,Good,Pyrus calleryana,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
323195,512393,13,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
246353,456339,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
624515,137080,6,0,OnCurb,Alive,Good,Ginkgo biloba,1or2,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
650349,166196,3,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
501442,682560,31,0,OnCurb,Alive,Good,Acer saccharinum,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
99900,285736,6,0,OnCurb,Alive,Good,Ginkgo biloba,3or4,Harmful,NoDamage,None,No,No,No,No,No,No,No,No,No
102984,287932,6,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
596463,97065,25,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,"Stones,RootOther",Yes,No,Yes,No,No,No,No,No,No
573774,80496,5,0,OnCurb,Alive,Good,Zelkova serrata,1or2,None,NoDamage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
453451,654424,7,0,OnCurb,Alive,Good,Styphnolobium japonicum,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
649813,141924,4,0,OnCurb,Alive,Fair,Liriodendron tulipifera,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
146523,349405,5,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
546134,54351,0,31,OffsetFromCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
37773,226952,3,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
556768,28095,11,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
145837,357125,4,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
410651,628910,32,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
373692,550738,3,0,OnCurb,Alive,Good,Prunus,None,None,Damage,None,No,No,No,No,No,No,No,No,No
597023,100275,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Harmful,NoDamage,"Stones,WiresRope",Yes,No,No,Yes,No,No,No,No,No
501396,708194,19,0,OnCurb,Alive,Good,Acer,None,None,Damage,None,No,No,No,No,No,No,No,No,No
377224,580018,20,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
40592,228442,15,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,Damage,"Stones,WiresRope",Yes,No,No,Yes,No,No,No,No,No
178385,350370,14,0,OnCurb,Alive,Good,Quercus palustris,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
478548,707503,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
485945,710430,2,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,"RootOther,TrunkOther,BranchLights",No,No,Yes,No,No,Yes,Yes,No,No
343509,544119,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
392593,622787,0,14,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
117327,307984,4,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
356194,578764,2,0,OnCurb,Alive,Good,Ulmus americana,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
229867,450389,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
22628,204612,3,0,OnCurb,Alive,Fair,Prunus,3or4,Harmful,NoDamage,None,No,No,No,No,No,No,No,No,No
352779,541156,3,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
681752,184115,2,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
450285,596853,10,0,OnCurb,Alive,Good,Quercus palustris,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
78650,281212,12,0,OnCurb,Alive,Fair,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
622178,115835,8,0,OnCurb,Alive,Good,Quercus palustris,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
626012,144454,0,7,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
87701,278312,21,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
559493,66096,5,0,OnCurb,Alive,Good,Tilia cordata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
580594,69183,15,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,1or2,Helpful,Damage,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes
187557,377763,12,0,OnCurb,Alive,Fair,Acer saccharinum,None,None,Damage,TrunkOther,No,No,No,No,No,Yes,No,No,No
34673,227733,17,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,Damage,RootOther,No,No,Yes,No,No,No,No,No,No
163723,377385,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
279617,477335,24,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
437991,651871,18,0,OffsetFromCurb,Alive,Good,Quercus palustris,3or4,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
199385,372625,2,0,OnCurb,Alive,Good,Quercus shumardii,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
276312,486782,21,0,OnCurb,Alive,Good,Quercus palustris,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
568157,78318,5,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
682008,201548,19,0,OnCurb,Alive,Fair,Acer rubrum,1or2,Helpful,Damage,Stones,Yes,No,No,No,No,No,No,No,No
370332,592521,16,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,None,Damage,"Stones,WiresRope,BranchLights",Yes,No,No,Yes,No,No,Yes,No,No
482233,291174,4,0,OnCurb,Alive,Good,Pinus,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
610766,97296,15,0,OffsetFromCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,RootOther,No,No,Yes,No,No,No,No,No,No
549540,22730,13,0,OnCurb,Alive,Good,Ulmus americana,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
486401,671608,6,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
166488,380832,27,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
394193,608277,4,0,OnCurb,Alive,Good,Acer rubrum,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
606777,122217,4,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
584693,77742,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Helpful,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
442488,590490,3,0,OnCurb,Alive,Fair,Quercus bicolor,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
659065,160825,4,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
151497,359555,3,0,OnCurb,Alive,Good,Ulmus americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
630202,153349,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
109499,287251,20,0,OnCurb,Alive,Poor,Picea abies,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
64792,274654,17,0,OnCurb,Alive,Good,Platanus x acerifolia,3or4,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
198792,390357,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
323948,533979,5,0,OnCurb,Alive,Good,Acer rubrum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
571521,55501,10,0,OnCurb,Alive,Good,Tilia cordata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
29372,197146,3,0,OnCurb,Alive,Fair,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
487624,688020,26,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,"Stones,TrunkOther,BranchLights",Yes,No,No,No,No,Yes,Yes,No,No
635085,115900,4,0,OnCurb,Alive,Fair,Corylus colurna,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
578373,68652,2,0,OnCurb,Alive,Good,Tilia tomentosa,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
316469,529683,10,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
85249,291565,6,0,OnCurb,Alive,Good,Pyrus calleryana,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
90881,302571,15,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
562531,49426,9,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
520297,8493,4,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
412683,626196,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
500331,701504,8,0,OnCurb,Alive,Good,Tilia cordata,None,None,NoDamage,RootOther,No,No,Yes,No,No,No,No,No,No
214508,419538,2,0,OnCurb,Alive,Good,Cladrastis kentukea,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
430099,639453,3,0,OnCurb,Alive,Good,Quercus rubra,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
641082,141697,6,0,OnCurb,Alive,Good,Tilia cordata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
1069,190092,12,0,OnCurb,Alive,Fair,Acer platanoides,3or4,Helpful,NoDamage,TrunkOther,No,No,No,No,No,Yes,No,No,No
295185,474703,3,0,OnCurb,Alive,Fair,Crataegus,None,None,Damage,None,No,No,No,No,No,No,No,No,No
10782,214647,22,0,OnCurb,Alive,Poor,Quercus palustris,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
483833,666453,15,0,OnCurb,Alive,Fair,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
380635,595535,18,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,None,No,No,No,No,No,No,No,No,No
360532,585107,9,0,OnCurb,Alive,Good,Acer rubrum,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
344977,560553,9,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
680839,177388,9,0,OnCurb,Alive,Fair,Acer platanoides 'Crimson King',1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
518593,711804,2,0,OnCurb,Alive,Good,Taxodium distichum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
337617,554518,4,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,Damage,None,No,No,No,No,No,No,No,No,No
403473,608516,4,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
676339,197189,5,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
642963,112405,4,0,OnCurb,Alive,Fair,Quercus phellos,None,None,Damage,"Stones,RootOther,BranchOther",Yes,No,Yes,No,No,No,No,No,Yes
582433,78714,2,0,OnCurb,Alive,Good,Phellodendron amurense,None,None,Damage,None,No,No,No,No,No,No,No,No,No
36501,210226,3,0,OnCurb,Alive,Fair,Ulmus parvifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
506335,694013,3,0,OnCurb,Alive,Good,Quercus imbricaria,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
303827,489428,24,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
107449,309841,20,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,TrunkOther,No,No,No,No,No,Yes,No,No,No
65622,271000,3,0,OnCurb,Alive,Fair,Ginkgo biloba,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
187470,379176,12,0,OnCurb,Alive,Good,Liquidambar styraciflua,None,None,Damage,None,No,No,No,No,No,No,No,No,No
508803,714310,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
481480,690176,38,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,"Stones,RootOther,TrunkOther,BranchLights",Yes,No,Yes,No,No,Yes,Yes,No,No
246690,449896,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
503993,610493,3,0,OnCurb,Alive,Good,Amelanchier,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
350145,526291,3,0,OnCurb,Alive,Good,Fagus grandifolia,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
478238,664332,3,0,OnCurb,Alive,Good,Quercus palustris,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
582895,80980,4,0,OnCurb,Alive,Fair,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
209137,405026,3,0,OnCurb,Alive,Good,Prunus,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
540758,20189,0,8,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
644673,145187,3,0,OnCurb,Alive,Good,Quercus palustris,1or2,Harmful,NoDamage,None,No,No,No,No,No,No,No,No,No
393520,615570,23,0,OnCurb,Alive,Good,Platanus x acerifolia,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
110436,316687,2,0,OnCurb,Alive,Good,Tilia americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
194389,360002,12,0,OnCurb,Alive,Fair,Acer platanoides,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
111163,309603,4,0,OnCurb,Alive,Good,Quercus alba,None,None,NoDamage,TrunkOther,No,No,No,No,No,Yes,No,No,No
227603,440676,9,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
366835,535139,8,0,OnCurb,Alive,Good,Quercus bicolor,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
556947,51495,4,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
5955,193509,2,0,OnCurb,Alive,Good,Ginkgo biloba,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
95978,271832,4,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
151406,346179,22,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
565885,61653,2,0,OnCurb,Alive,Poor,Ulmus parvifolia,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
159745,364862,26,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,None,No,No,No,No,No,No,No,No,No
69905,280885,3,0,OnCurb,Alive,Good,Quercus palustris,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
178981,378721,15,0,OnCurb,Alive,Good,Liquidambar styraciflua,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
436037,657896,11,0,OnCurb,Alive,Fair,Acer rubrum,None,None,Damage,None,No,No,No,No,No,No,No,No,No
14077,202650,4,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,RootOther,No,No,Yes,No,No,No,No,No,No
290619,510052,10,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
69791,269397,9,0,OnCurb,Alive,Fair,Ginkgo biloba,1or2,None,Damage,TrunkOther,No,No,No,No,No,Yes,No,No,No
491115,713317,13,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,Damage,BranchLights,No,No,No,No,No,No,Yes,No,No
403011,538076,11,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
675478,163628,3,0,OnCurb,Alive,Good,Quercus acutissima,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
610608,89069,3,0,OnCurb,Alive,Fair,Eucommia ulmoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
219709,439843,12,0,OnCurb,Alive,Good,Acer saccharum,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
299977,504076,20,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
529831,28820,2,0,OnCurb,Alive,Poor,Quercus palustris,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
668885,147084,23,0,OnCurb,Alive,Poor,Tilia cordata,None,None,Damage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
677109,174978,3,0,OnCurb,Alive,Good,Ginkgo biloba,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
434573,642266,42,0,OnCurb,Alive,Good,Acer saccharinum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
279043,474605,5,0,OnCurb,Alive,Fair,Quercus palustris,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
148647,344672,25,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
339873,513471,11,0,OnCurb,Alive,Good,Liquidambar styraciflua,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
116903,305558,19,0,OnCurb,Alive,Poor,Tilia cordata,None,None,NoDamage,"RootOther,TrunkOther,BranchOther",No,No,Yes,No,No,Yes,No,No,Yes
153619,136151,9,0,OffsetFromCurb,Alive,Good,Ulmus pumila,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
198048,398593,6,0,OnCurb,Alive,Good,Tilia cordata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
523874,27748,9,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
138869,326735,27,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
319790,510719,10,0,OnCurb,Alive,Poor,Pyrus calleryana,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
276714,471962,6,0,OnCurb,Alive,Good,Tilia americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
452087,672972,13,0,OnCurb,Alive,Good,Tilia tomentosa,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
96988,294577,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
5679,155603,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
505793,719890,11,0,OnCurb,Alive,Good,Zelkova serrata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
202735,416244,26,0,OffsetFromCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
456442,673957,18,0,OffsetFromCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
366214,592333,32,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
502088,693676,13,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,"WiresRope,BranchOther",No,No,No,Yes,No,No,No,No,Yes
468856,687266,4,0,OnCurb,Alive,Good,Cercis canadensis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
495378,703958,21,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,WiresRope,No,No,No,Yes,No,No,No,No,No
201282,388833,22,0,OnCurb,Alive,Good,Acer rubrum,None,None,Damage,RootOther,No,No,Yes,No,No,No,No,No,No
340392,555413,15,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,"Stones,WiresRope",Yes,No,No,Yes,No,No,No,No,No
38649,245817,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
359729,582950,3,0,OnCurb,Alive,Good,Zelkova serrata,1or2,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
170923,377281,7,0,OnCurb,Alive,Good,Liquidambar styraciflua,None,None,NoDamage,WiresRope,No,No,No,Yes,No,No,No,No,No
422212,637746,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
561120,52711,11,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,None,No,No,No,No,No,No,No,No,No
3481,190198,5,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
139514,263869,4,0,OnCurb,Alive,Good,Crataegus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
214346,389446,0,30,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
439635,665505,31,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
320704,546413,7,0,OnCurb,Alive,Good,Prunus,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
202564,369944,26,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,None,No,No,No,No,No,No,No,No,No
616798,127125,8,0,OnCurb,Alive,Good,Pyrus calleryana,1or2,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
