boro_ct,ntaname,ALAND,pop2020,pop2010,pop2000,trees15,trees05,trees95,geometry,ppt_2020,ppt_2010,ppt_2000,blocks,trees_per_block15,trees_per_block05,trees_per_block95,trees_per_block15_bins,trees_per_block05_bins,trees_per_block95_bins
2003300,Mott Haven-Port Morris,152385.0,3689,3413.0,3116.0,192,16.0,48.0,"POLYGON ((-73.9106929996422 40.808808999993744, -73.90976500044026 40.80860399925895, -73.90883699923984 40.808408999794594, -73.90783899918675 40.808206000401334, -73.90820700009975 40.80715199981613, -73.90844299951233 40.806476999715656, -73.90912699943439 40.80616599929095, -73.90958600019907 40.806325999870374, -73.91078199985562 40.80669999983353, -73.91166800012996 40.806965999611975, -73.91254299998646 40.807242999649844, -73.91339599972382 40.80760900007595, -73.91433199932233 40.808006999546976, -73.91539200005793 40.80845300021626, -73.91618399955722 40.80879000010713, -73.91563300014725 40.809696999802284, -73.91517799993544 40.81042700003427, -73.91433300004583 40.81025500056772, -73.91403099969607 40.81017400017866, -73.91380800003087 40.81015200041472, -73.91367600045847 40.81013799994176, -73.91358600052719 40.810119000695146, -73.91348900063134 40.81007500044762, -73.91341499951226 40.8100170002453, -73.91335500059444 40.80991299993557, -73.91331899932736 40.8097510002318, -73.91330200007904 40.80965600002873, -73.91247899924437 40.80934299914627, -73.91156999997136 40.809069999388896, -73.9106929996422 40.808808999993744))",19.213541666666668,213.3125,64.91666666666667,8.284133782072278,23.176834784526037,1.931402898710503,5.794208696131509, 21 to 30, 1 to 10, 1 to 10
2003500,Mott Haven-Port Morris,142005.0,3726,3761.0,3473.0,169,31.0,53.0,"POLYGON ((-73.90724500023346 40.81285499956315, -73.9063299996373 40.81266700030377, -73.90685200002359 40.81120900057504, -73.90725999996064 40.80993699982533, -73.90753700061825 40.80905999972169, -73.90783899918675 40.808206000401334, -73.90883699923984 40.808408999794594, -73.90976500044026 40.80860399925895, -73.9106929996422 40.808808999993744, -73.91036600067585 40.809644999754724, -73.91004499976533 40.81051799956333, -73.90959599912311 40.81177700063923, -73.91023799959092 40.81192900055463, -73.91030800048746 40.81230500004768, -73.91094800044614 40.8136209999432, -73.91001900088023 40.81343200024797, -73.90907500056844 40.813232999952504, -73.90815899973796 40.81304399991427, -73.90724500023346 40.81285499956315))",22.047337278106507,121.3225806451613,65.52830188679245,7.719843932953858,21.891634269779235,4.0156252210837655,6.865423765078695, 21 to 30, 1 to 10, 1 to 10
2003700,Mott Haven-Port Morris,165973.0,340,245.0,478.0,27,8.0,12.0,"POLYGON ((-73.91094800044614 40.8136209999432, -73.91030800048746 40.81230500004768, -73.91023799959092 40.81192900055463, -73.90959599912311 40.81177700063923, -73.91004499976533 40.81051799956333, -73.91036600067585 40.809644999754724, -73.9106929996422 40.808808999993744, -73.91156999997136 40.809069999388896, -73.91247899924437 40.80934299914627, -73.91330200007904 40.80965600002873, -73.91331899932736 40.8097510002318, -73.91335500059444 40.80991299993557, -73.91341499951226 40.8100170002453, -73.91348900063134 40.81007500044762, -73.91358600052719 40.810119000695146, -73.91367600045847 40.81013799994176, -73.91380800003087 40.81015200041472, -73.91403099969607 40.81017400017866, -73.91433300004583 40.81025500056772, -73.91517799993544 40.81042700003427, -73.91484699989668 40.81099399981492, -73.91447399991318 40.811651000007046, -73.91409800013874 40.812301000224316, -73.91371599954198 40.812953000022176, -73.91333699990356 40.81361100070729, -73.91295400017198 40.81426900017067, -73.91181200008931 40.8138830005696, -73.91094800044614 40.8136209999432))",12.592592592592593,30.625,39.833333333333336,9.022820725214963,2.9924123311622974,0.8866406907147548,1.3299610360721323, 1 to 10, <1, 1 to 10
2003800,Soundview-Castle Hill-Clason Point-Harding Park,63397.0,1683,1264.0,1263.0,111,86.0,81.0,"POLYGON ((-73.86246399951936 40.819247000695015, -73.86339100091567 40.81912199969278, -73.86370499930132 40.819082999876215, -73.86431400016109 40.818998999744025, -73.86451099990585 40.81984700041115, -73.86574600057958 40.82101200014985, -73.86483099989344 40.82113900003947, -73.86388299916305 40.821270000455115, -73.86298000027978 40.82138400015749, -73.86202899959565 40.821509000423994, -73.86153099948515 40.819379000102565, -73.86246399951936 40.819247000695015))",15.162162162162161,14.69767441860465,15.592592592592593,3.4464627711522535,32.20693428900422,24.953120259949213,23.50235745413821,31 to 40, 21 to 30, 21 to 30
2003900,Mott Haven-Port Morris,216210.0,6345,6475.0,6022.0,237,149.0,41.0,"POLYGON ((-73.91618399955722 40.80879000010713, -73.91658900066321 40.80813300094944, -73.91701499994062 40.80750600006064, -73.91747899995686 40.80682300059972, -73.91922400042077 40.8075580000971, -73.92004599928752 40.80790699989724, -73.92288600011062 40.80910600073836, -73.92514200008364 40.81004999972911, -73.92613999987162 40.81050300013527, -73.92632100041176 40.810585999930176, -73.92712100024139 40.81094899977611, -73.92644299966969 40.81150700074936, -73.925552999536 40.81194099976972, -73.92468299963429 40.81238400075683, -73.92372600023403 40.81197899928051, -73.92148600108729 40.81103499993935, -73.91804900007196 40.809575000078645, -73.91618399955722 40.80879000010713))",26.772151898734176,43.45637583892618,146.8780487804878,11.75386399594348,20.16358195754128,12.676682327736923,3.488214600249757, 21 to 30, 11 to 20, 1 to 10
2004001,Soundview-Bruckner,123145.0,1739,1420.0,1420.0,174,,,"POLYGON ((-73.85615099961268 40.82677000023494, -73.85629999976258 40.82675700075599, -73.85644999907387 40.826744000182146, -73.85674699994658 40.826704999607514, -73.85702099997607 40.82665600007766, -73.85727800013835 40.82659900063321, -73.85867199983194 40.82642400069936, -73.85970300047002 40.82627700020209, -73.8606740004712 40.82841899997113, -73.85961999998551 40.828548000690496, -73.85993800017526 40.82924700006318, -73.86026100026655 40.82994700054647, -73.85699000051599 40.83038499943743, -73.856821999582 40.82966499949047, -73.85665599999818 40.828944999609334, -73.85649099897708 40.82822500010414, -73.85632799971265 40.827507999959295, -73.85615099961268 40.82677000023494))",9.994252873563218,,,6.694554284170296,25.991274790531488,,, 21 to 30,nan,nan
2004100,Mott Haven-Port Morris,184732.0,6146,6127.0,5240.0,222,130.0,93.0,"POLYGON ((-73.91484699989668 40.81099399981492, -73.91517799993544 40.81042700003427, -73.91563300014725 40.809696999802284, -73.91618399955722 40.80879000010713, -73.91804900007196 40.809575000078645, -73.92148600108729 40.81103499993935, -73.92372600023403 40.81197899928051, -73.92468299963429 40.81238400075683, -73.92382899954887 40.81282399985869, -73.92347300008977 40.813007000253, -73.9228749991958 40.81331500038015, -73.92208800065684 40.81373099946725, -73.92011900038229 40.81289399968796, -73.91683800008968 40.81165599984554, -73.91484699989668 40.81099399981492))",27.684684684684683,47.13076923076923,56.344086021505376,10.042619692422324,22.10578582075656,12.944829534677265,9.260531897884505, 21 to 30, 11 to 20, 1 to 10
2004200,Soundview-Castle Hill-Clason Point-Harding Park,483357.0,7201,,,336,217.0,177.0,"POLYGON ((-73.85531199967187 40.82319199942125, -73.85844499945492 40.82277399995591, -73.85826399929344 40.82201300034187, -73.85926199951373 40.821881999386484, -73.86019300014347 40.821757000025734, -73.86111399990374 40.82163199959279, -73.86202899959565 40.821509000423994, -73.86298000027978 40.82138400015749, -73.86388299916305 40.821270000455115, -73.86483099989344 40.82113900003947, -73.86574600057958 40.82101200014985, -73.86604199981068 40.82131200002599, -73.86701899982853 40.82230300028062, -73.86776499934052 40.82299199985623, -73.86827699971974 40.823420999952525, -73.86911099952428 40.82422999996271, -73.86949899988915 40.824564999679154, -73.86960000024337 40.824683000416194, -73.86972100064067 40.824826000262824, -73.86984200027204 40.824923000362865, -73.86787799958701 40.82517799953955, -73.86770299943629 40.8252009996165, -73.86491000021984 40.825595999871204, -73.86474799945128 40.82561700010692, -73.86216599980546 40.82596600028457, -73.86120700002417 40.826087000403504, -73.85970300047002 40.82627700020209, -73.85867199983194 40.82642400069936, -73.85727800013835 40.82659900063321, -73.85702099997607 40.82665600007766, -73.85674699994658 40.826704999607514, -73.85644999907387 40.826744000182146, -73.85629999976258 40.82675700075599, -73.85627499905367 40.826627999893525, -73.85623100065384 40.82646799997046, -73.85619999979669 40.82635300025403, -73.85616999952447 40.82617700010578, -73.85616199978192 40.8260419997015, -73.85597199948462 40.82606399967419, -73.85586900013281 40.825615000343255, -73.85564600049345 40.824633000086216, -73.8554859996454 40.82391199939774, -73.85531199967187 40.82319199942125))",21.43154761904762,,,26.276825491361418,12.786932733197203,8.25822739018986,6.735973493380669, 11 to 20, 1 to 10, 1 to 10
2004300,Mott Haven-Port Morris,225395.0,5883,5056.0,4789.0,304,216.0,110.0,"POLYGON ((-73.91295400017198 40.81426900017067, -73.91333699990356 40.81361100070729, -73.91371599954198 40.812953000022176, -73.91409800013874 40.812301000224316, -73.91447399991318 40.811651000007046, -73.91484699989668 40.81099399981492, -73.91683800008968 40.81165599984554, -73.92011900038229 40.81289399968796, -73.92208800065684 40.81373099946725, -73.92121100039101 40.81417400022596, -73.92091299977825 40.81433300031285, -73.92048199976703 40.81456400043168, -73.92034900065025 40.81462899965832, -73.91946700055806 40.81507400014523, -73.9186180000977 40.815523000327694, -73.91789999930913 40.81590200019253, -73.91762500074242 40.81605500013408, -73.91677099999158 40.81569900085497, -73.91495400006525 40.814937000250985, -73.91295400017198 40.81426900017067))",19.351973684210527,23.40740740740741,43.53636363636364,12.25318984027418,24.809866162425966,17.628062799618448,8.977254203509396, 21 to 30, 11 to 20, 1 to 10
2004400,Soundview-Bruckner,265578.0,4642,4797.0,4671.0,129,98.0,53.0,"POLYGON ((-73.85970300047002 40.82627700020209, -73.86120700002417 40.826087000403504, -73.86216599980546 40.82596600028457, -73.86474799945128 40.82561700010692, -73.86491000021984 40.825595999871204, -73.86770299943629 40.8252009996165, -73.86787799958701 40.82517799953955, -73.86984200027204 40.824923000362865, -73.8705190002759 40.82484100030363, -73.87151500020617 40.8247149995085, -73.87212500023567 40.824630000165136, -73.8725059996087 40.82459100024351, -73.87258800019956 40.82488000008993, -73.87269699907951 40.826678000617946, -73.87272300011553 40.82681899939759, -73.87197899962008 40.82691999969278, -73.87103699958377 40.82705300006853, -73.87011500089527 40.82717099946334, -73.86918400031318 40.82729800038039, -73.86822300004494 40.82742599970775, -73.86726800060715 40.82755400018672, -73.86634600032065 40.82767999977691, -73.865419999943 40.827801999989504, -73.86449400035568 40.82792600032908, -73.86357199937814 40.828048999757236, -73.86264200011709 40.828170000320185, -73.86171699945116 40.82829600018264, -73.8606740004712 40.82841899997113, -73.85970300047002 40.82627700020209))",35.98449612403101,48.94897959183673,88.13207547169812,14.437665659843104,8.934962412850462,6.787800902785623,3.6709535494656937, 1 to 10, 1 to 10, 1 to 10
2004600,Soundview-Castle Hill-Clason Point-Harding Park,135339.0,1976,1555.0,1428.0,111,96.0,101.0,"POLYGON ((-73.86574600057958 40.82101200014985, -73.86669600027793 40.8208800005093, -73.86765600061382 40.82075099975561, -73.86857599976899 40.820623999731, -73.86888099937674 40.82058600020424, -73.87050099954779 40.82036400004515, -73.87100199960176 40.82256300034017, -73.87141899980939 40.82432899976966, -73.87145800041334 40.824494000227205, -73.87148900030436 40.824623999862126, -73.87151500020617 40.8247149995085, -73.8705190002759 40.82484100030363, -73.86984200027204 40.824923000362865, -73.86972100064067 40.824826000262824, -73.86960000024337 40.824683000416194, -73.86949899988915 40.824564999679154, -73.86911099952428 40.82422999996271, -73.86827699971974 40.823420999952525, -73.86776499934052 40.82299199985623, -73.86701899982853 40.82230300028062, -73.86604199981068 40.82131200002599, -73.86574600057958 40.82101200014985))",17.8018018018018,16.197916666666668,14.138613861386139,7.357458948924632,15.0867304555228,13.047983096668366,13.727565549619843, 11 to 20, 11 to 20, 11 to 20
2004800,Soundview-Bruckner,150832.0,4184,3883.0,3678.0,159,88.0,83.0,"POLYGON ((-73.87272300011553 40.82681899939759, -73.87269699907951 40.826678000617946, -73.87258800019956 40.82488000008993, -73.8725059996087 40.82459100024351, -73.87262199927754 40.824571000509394, -73.87282300032449 40.82453500002374, -73.87355399948088 40.824410000412996, -73.87421400054596 40.82434500027385, -73.87437000085423 40.82432999987298, -73.87469300030276 40.824286999997085, -73.87528500030992 40.82420799963457, -73.87580199971994 40.82640200051352, -73.8758710010297 40.82669800011269, -73.87640199917568 40.82897700050045, -73.87550699969903 40.82923400056549, -73.87454699988271 40.82952200007522, -73.8737280004692 40.829753000544834, -73.8733160002016 40.829870000453546, -73.87319300007711 40.829904999532516, -73.8730200000492 40.829366000377746, -73.87281399947943 40.82807299957837, -73.87277200024593 40.82762999990672, -73.87273700003952 40.82709299937824, -73.87272300011553 40.82681899939759))",26.31446540880503,44.125,44.31325301204819,8.199707757440205,19.390934982497086,10.732089801633608,10.122311971995334, 11 to 20, 11 to 20, 11 to 20
2005001,Soundview-Bruckner,97889.0,4960,,,175,,,"POLYGON ((-73.87528500030992 40.82420799963457, -73.87621299977783 40.82408399998494, -73.87713600056324 40.823958000331594, -73.87806399952562 40.8238339992785, -73.87898900052997 40.823711000128725, -73.87992999987446 40.82364099958223, -73.88042699981014 40.82578000032465, -73.87950100010683 40.82590499969455, -73.87857699977529 40.826030000072606, -73.87765499962129 40.826151000490796, -73.87672499985067 40.82627799953583, -73.87580199971994 40.82640200051352, -73.87528500030992 40.82420799963457))",28.34285714285714,,,5.3215577110166565,32.88510798966176,,,31 to 40,nan,nan
2005002,Soundview-Bruckner,113902.0,6518,,,199,,,"POLYGON ((-73.87580199971994 40.82640200051352, -73.87672499985067 40.82627799953583, -73.87765499962129 40.826151000490796, -73.87857699977529 40.826030000072606, -73.87950100010683 40.82590499969455, -73.88042699981014 40.82578000032465, -73.88104599979883 40.82843200030523, -73.88011199962288 40.828511000414444, -73.87917100005478 40.82858200044697, -73.87870299969573 40.82862099969307, -73.87823499915831 40.82866000003149, -73.87729899955094 40.82874199999752, -73.87640199917568 40.82897700050045, -73.8758710010297 40.82669800011269, -73.87580199971994 40.82640200051352))",32.753768844221106,,,6.192075375172074,32.13785168021633,,,31 to 40,nan,nan
2005100,Mott Haven-Port Morris,510445.0,6459,,,306,65.0,58.0,"POLYGON ((-73.92518500003669 40.818013000280494, -73.92622000057824 40.816759000306604, -73.926443999181 40.81645800004058, -73.92662700016723 40.816119000047266, -73.92566999958373 40.81587599916779, -73.92550100061229 40.815833000696266, -73.92505499997924 40.81572199960864, -73.92488699990395 40.81567700021796, -73.92400000065612 40.81543900001507, -73.92366099980582 40.81590900052502, -73.92309299940149 40.81669800004799, -73.92124500062819 40.81622000025141, -73.9215830000771 40.81555000014677, -73.92145500023867 40.81552699941685, -73.92128799995747 40.81542900001727, -73.92110099966575 40.81524300035359, -73.92048199976703 40.81456400043168, -73.92091299977825 40.81433300031285, -73.92121100039101 40.81417400022596, -73.92208800065684 40.81373099946725, -73.9228749991958 40.81331500038015, -73.92347300008977 40.813007000253, -73.92382899954887 40.81282399985869, -73.92468299963429 40.81238400075683, -73.925552999536 40.81194099976972, -73.92644299966969 40.81150700074936, -73.92712100024139 40.81094899977611, -73.92767299991048 40.81023500072266, -73.92777299939837 40.810108000039946, -73.92813500044444 40.8096220001394, -73.92880600046959 40.8098989997371, -73.92921899984906 40.8095640002998, -73.92933199930238 40.80947099990482, -73.92944000026972 40.80938399983281, -73.92952200060613 40.809322000681924, -73.93010799996608 40.8088769999573, -73.93093800030016 40.80825299928287, -73.93180100065804 40.8078760004741, -73.9318249998876 40.8079019996449, -73.93211200037312 40.80818199967362, -73.93234600043003 40.80858600018782, -73.93247699967954 40.808863999653845, -73.93256999923577 40.80925600031915, -73.93258599942781 40.80967599956602, -73.93261500005373 40.810014999691475, -73.93262999941335 40.81060600024957, -73.93260499971558 40.81151699962649, -73.93260200060554 40.811988000149256, -73.9324929997677 40.812884000245944, -73.93242499995118 40.81356600032248, -73.93241699970889 40.8140249992801, -73.93240999951173 40.81405999989642, -73.93240100053637 40.8141510003975, -73.93215799962991 40.81415400018205, -73.93135300072866 40.81383299995402, -73.93127200040419 40.81370700003917, -73.9311600006429 40.81365200047878, -73.93102000049913 40.81357899969399, -73.93057000024551 40.813373000373005, -73.93027600021516 40.81325600056376, -73.9288570004156 40.81488000066544, -73.92821799945168 40.81653499981944, -73.92731300048425 40.81855999978699, -73.92635799983563 40.81832099960245, -73.92579399979547 40.81817300016346, -73.9255310003249 40.81810399983073, -73.92538500049434 40.818066000280716, -73.92518500003669 40.818013000280494))",21.107843137254903,,,27.749415417461584,11.027259327684668,2.3423916872532793,2.0901341209336954, 11 to 20, 1 to 10, 1 to 10
2005200,Soundview-Bruckner,182689.0,2130,2031.0,2186.0,188,71.0,54.0,"POLYGON ((-73.88042699981014 40.82578000032465, -73.87992999987446 40.82364099958223, -73.88178700015636 40.8234020006829, -73.88257699999775 40.82327699973789, -73.88276100002975 40.823247999818996, -73.88441100019811 40.822970000337335, -73.8845679998708 40.82492799989127, -73.88453100071332 40.82564700005702, -73.88383200005691 40.82827100063522, -73.8829510005532 40.8283039999643, -73.88198099945834 40.828356000813486, -73.88104599979883 40.82843200030523, -73.88042699981014 40.82578000032465))",11.329787234042554,28.6056338028169,40.48148148148148,9.931555707668092,18.929562047851814,7.14893034785893,5.437214630765947, 11 to 20, 1 to 10, 1 to 10
2005400,West Farms-Bronx River,196516.0,6804,5853.0,5550.0,199,67.0,68.0,"POLYGON ((-73.87550699969903 40.82923400056549, -73.87640199917568 40.82897700050045, -73.87729899955094 40.82874199999752, -73.87823499915831 40.82866000003149, -73.87870299969573 40.82862099969307, -73.87917100005478 40.82858200044697, -73.88011199962288 40.828511000414444, -73.88104599979883 40.82843200030523, -73.88198099945834 40.828356000813486, -73.8829510005532 40.8283039999643, -73.88383200005691 40.82827100063522, -73.88355699979962 40.82893800019934, -73.883577999644 40.82951099947994, -73.88388700084863 40.82980900033398, -73.88235400033612 40.831504999912426, -73.88172399976055 40.831286999600906, -73.88069899990317 40.83104500051855, -73.87976900075284 40.83113900038348, -73.87884499979167 40.831264999762716, -73.87792100013215 40.83138900001413, -73.87699299972651 40.83151500024953, -73.87606700062922 40.831638000018636, -73.87550699969903 40.82923400056549))",34.19095477386934,87.35820895522389,81.61764705882354,10.68323545176832,18.627315750778564,6.2715083181013265,6.365112919864033, 11 to 20, 1 to 10, 1 to 10
2005600,West Farms-Bronx River,136188.0,2863,2711.0,2710.0,189,97.0,70.0,"POLYGON ((-73.87925199999563 40.834424000005235, -73.87856499995914 40.83418400016164, -73.87772000038112 40.83386799976918, -73.87743199994173 40.83375999996463, -73.87659400027333 40.83388199971653, -73.87606700062922 40.831638000018636, -73.87699299972651 40.83151500024953, -73.87792100013215 40.83138900001413, -73.87884499979167 40.831264999762716, -73.87976900075284 40.83113900038348, -73.88069899990317 40.83104500051855, -73.88172399976055 40.831286999600906, -73.88235400033612 40.831504999912426, -73.87998300017297 40.834679999750655, -73.87925199999563 40.834424000005235))",15.148148148148149,27.948453608247423,38.714285714285715,7.403613292075068,25.52807562252181,13.10171076923077,9.454842823156227, 21 to 30, 11 to 20, 1 to 10
2005902,East Concourse-Concourse Village,70347.0,2577,2582.0,2682.0,82,,,"POLYGON ((-73.92115200092631 40.82639799986931, -73.92173900008814 40.82564000038552, -73.92227399987378 40.82497000024528, -73.9223779995685 40.82479399978415, -73.9230209996697 40.82371099985836, -73.92307300021015 40.82362400002501, -73.92337100023107 40.823100000084224, -73.924643999874 40.82102100045214, -73.92478499976752 40.82102200029636, -73.92500000012795 40.82103000004019, -73.92504100021945 40.821032000057656, -73.92510499978758 40.821042000605175, -73.9252799996142 40.821070999535564, -73.92543299930848 40.8211019997918, -73.92574599989803 40.82117499986088, -73.9254679996719 40.82147200048, -73.92538600021783 40.82157199980264, -73.92528100039651 40.821720000448764, -73.92515300029741 40.821903999540645, -73.92513300059424 40.82193500066161, -73.92506700050436 40.82205300028078, -73.92486399927242 40.82243899995331, -73.92474499978488 40.82268700007612, -73.92466600064668 40.82287400014484, -73.92457499962491 40.82310299977602, -73.92443399964898 40.82345800013698, -73.92437300094308 40.82371200026506, -73.92430400000137 40.82390900085828, -73.92412700012942 40.82426199976548, -73.92347299982886 40.82542499970178, -73.92306199980845 40.82609599920864, -73.92274199972003 40.826714000638596, -73.92266900051905 40.826854000322676, -73.92115200092631 40.82639799986931))",31.426829268292682,,,3.8242868994155494,21.441905943963498,,, 21 to 30,nan,nan
2006000,Crotona Park East,336489.0,1262,1129.0,1081.0,115,88.0,64.0,"POLYGON ((-73.8739429993461 40.83598000004023, -73.87432299983077 40.83603299997952, -73.87507699999111 40.8360989997329, -73.87520700031402 40.83610900021078, -73.87588700027545 40.836163999602675, -73.87612499995397 40.836183000056124, -73.87662300034687 40.8362140003154, -73.87693700060396 40.83613700023691, -73.87752500045701 40.835887000164405, -73.87796800047376 40.835614999784696, -73.87840899982788 40.83529200008337, -73.87925199999563 40.834424000005235, -73.87998300017297 40.834679999750655, -73.88125999930463 40.835126000008856, -73.88189299981981 40.83535400005431, -73.8820229995094 40.835396999231904, -73.88210900066868 40.83542600021342, -73.88222200021703 40.83546299981601, -73.88210500048872 40.83583600051947, -73.88207200041704 40.83623500043051, -73.88207200026919 40.836589999684676, -73.88217200033034 40.83709000010761, -73.88200599949947 40.83746000059838, -73.88172000010212 40.83795399934736, -73.88166300000313 40.838029000310996, -73.88154999984926 40.83821099942904, -73.88113499978576 40.83862199957519, -73.8805140006651 40.83923700008052, -73.8803709996383 40.83947200049107, -73.88016299981412 40.839998000754704, -73.87973000037555 40.8400419995375, -73.8786600003533 40.84001999977398, -73.87836400058356 40.83999700004779, -73.87791399990606 40.83997100047332, -73.87741499912272 40.83998799952328, -73.8756130005356 40.83990199951264, -73.87356100045537 40.83979399983881, -73.87284299956197 40.839758000398874, -73.87294400068569 40.83925100050152, -73.87306899919399 40.83875099934032, -73.87318299998827 40.838359000431716, -73.87322899943379 40.83815599992454, -73.87338399985333 40.837662000143204, -73.87340999965066 40.8375900002819, -73.87358599991958 40.83708700039277, -73.87365900031264 40.83690499980687, -73.87370300057042 40.836817000277584, -73.87374600003403 40.83667900003019, -73.87382400077112 40.83639899983672, -73.87384300031879 40.8363270002431, -73.8739429993461 40.83598000004023))",10.97391304347826,12.829545454545455,16.890625,18.292613394991097,6.28669056284158,4.810684952435296,3.498679965407488, 1 to 10, 1 to 10, 1 to 10
2006100,East Concourse-Concourse Village,242785.0,3444,3713.0,4039.0,56,32.0,19.0,"POLYGON ((-73.91845900018573 40.825573999697724, -73.91933900084979 40.823972999908555, -73.91940099972967 40.82386099970611, -73.91947400033095 40.823728000389046, -73.91993099956463 40.82289999935297, -73.92006300071138 40.822666999968455, -73.92016299994111 40.822529000224435, -73.92066499967461 40.82183700022068, -73.92114499991459 40.82156300023514, -73.92194800046819 40.821032000343585, -73.9226519999017 40.820493999817835, -73.92402499963657 40.819285000074345, -73.92518500003669 40.818013000280494, -73.92538500049434 40.818066000280716, -73.9255310003249 40.81810399983073, -73.92579399979547 40.81817300016346, -73.92635799983563 40.81832099960245, -73.92731300048425 40.81855999978699, -73.92687799959542 40.819478999891345, -73.92664399962246 40.819997999656515, -73.92635200027901 40.82055200023414, -73.92630499954355 40.82062900011831, -73.92627899965763 40.82066599997958, -73.9262579998012 40.82069200065603, -73.92622600077824 40.82073000046425, -73.92607000074604 40.820889999473614, -73.92592500029872 40.8210279995792, -73.92587500057154 40.82107300017245, -73.92574599989803 40.82117499986088, -73.92543299930848 40.8211019997918, -73.9252799996142 40.821070999535564, -73.92510499978758 40.821042000605175, -73.92504100021945 40.821032000057656, -73.92500000012795 40.82103000004019, -73.92478499976752 40.82102200029636, -73.924643999874 40.82102100045214, -73.92337100023107 40.823100000084224, -73.92307300021015 40.82362400002501, -73.9230209996697 40.82371099985836, -73.9223779995685 40.82479399978415, -73.92227399987378 40.82497000024528, -73.92173900008814 40.82564000038552, -73.92115200092631 40.82639799986931, -73.9202580004599 40.82615299971707, -73.91938600005409 40.8258779999978, -73.91845900018573 40.825573999697724))",61.5,116.03125,212.57894736842104,13.198565608691261,4.242885299833186,2.4245058856189634,1.4395503695862595, 1 to 10, 1 to 10, 1 to 10
