Replace Name,Date,Code,Course,Description,Period
SDUNT353,3/1/23,A-E,0001W1-001,WIN,2
SDUNT085,3/1/23,A,0001W1-001,WIN,2
SDUNT291,3/1/23,A,0001W1-001,WIN,2
SDUNT530,3/1/23,A-E,0001W1-001,WIN,2
SDUNT453,3/1/23,A,0001W1-001,WIN,2
SDUNT190,3/1/23,A-E,0001W1-001,WIN,2
SDUNT615,3/1/23,A-E,0001W1-001,WIN,2
SDUNT191,3/1/23,A,0001W1-001,WIN,2
SDUNT609,3/1/23,A,0001W1-001,WIN,2
SDUNT170,3/1/23,A,0001W1-001,WIN,2
SDUNT358,3/1/23,A-E,0001W1-001,WIN,2
SDUNT297,3/1/23,A,0001W1-001,WIN,2
SDUNT259,3/1/23,A-E,0001W1-001,WIN,2
SDUNT507,3/1/23,A-E,0001W1-001,WIN,2
SDUNT462,3/1/23,A-E,0001W1-001,WIN,2
SDUNT052,3/1/23,A,0001W1-001,WIN,2
SDUNT103,3/1/23,A-E,0001W1-001,WIN,2
SDUNT248,3/1/23,A-E,0001W1-001,WIN,2
SDUNT596,3/1/23,A,0001W1-001,WIN,2
SDUNT299,3/1/23,A,0001W1-001,WIN,2
SDUNT582,3/1/23,A-E,0001W1-001,WIN,2
SDUNT431,3/1/23,A,0001W1-001,WIN,2
SDUNT055,3/1/23,A,0001W1-001,WIN,2
SDUNT327,3/1/23,T,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT280,3/1/23,A-E,4561-002,AP Comparative Government,3
SDUNT136,3/1/23,A,6371-003,Forensics Lab ACP,3
SDUNT539,3/1/23,A-E,5141-003,Intro to Calculus ACP Acc,3
SDUNT380,3/1/23,A-E,8671-001,Money Matters,3
SDUNT483,3/1/23,T,6371-003,Forensics Lab ACP,3
SDUNT338,3/1/23,A-E,4501-003,AP Psychology,3
SDUNT445,3/1/23,A-E,5051-005,AP Statistics,3
SDUNT203,3/1/23,A-E,4501-003,AP Psychology,3
SDUNT450,3/1/23,A,5051-005,AP Statistics,3
SDUNT167,3/1/23,A-E,1361-007,Art and Technique of Film H,3
SDUNT626,3/1/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT189,3/1/23,A-E,6011-004,Biology Lab H,3
SDUNT490,3/1/23,A-E,5081-006,AP Calculus 4 AB,3
SDUNT491,3/1/23,A,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT239,3/1/23,A-E,5611-001,Data Science H,3
SDUNT353,3/1/23,A-E,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT291,3/1/23,A,4011-001,Leadership in a DiverseSociety,3
SDUNT615,3/1/23,A-E,1751-001,TV Media Arts Major 1 ACP,3
SDUNT193,3/1/23,A-E,6381-001,Organic Chemistry ACP,3
SDUNT358,3/1/23,A-E,5051-005,AP Statistics,3
SDUNT428,3/1/23,A,0031-005,Fitness Indoor,3
SDUNT211,3/1/23,T,1111-004,Voices in Literature 10 ACP,3
SDUNT507,3/1/23,A-E,2951-001,Chinese 5 H,3
SDUNT462,3/1/23,A-E,5051-005,AP Statistics,3
SDUNT248,3/1/23,A-E,5041-002,AP Calculus 4 BC,3
SDUNT596,3/1/23,T,5141-003,Intro to Calculus ACP Acc,3
SDUNT582,3/1/23,A-E,5041-003,AP Calculus 4 BC,3
SDUNT436,3/1/23,A,1211-001,American Studies (English) H,4
SDUNT280,3/1/23,A-E,4501-004,AP Psychology,4
SDUNT476,3/1/23,A-E,7321-001,Ceramics Major 2 H,4
SDUNT331,3/1/23,A-E,5531-001,Computer Science Principles H,4
SDUNT539,3/1/23,A-E,8051-001,Symphony Orchestra-Strings ACP,4
SDUNT380,3/1/23,A-E,5031-003,Math 3 (Pre-Calculus) H,4
SDUNT394,3/1/23,A-E,2441-006,Spanish 4 ACP,4
SDUNT588,3/1/23,A-E,1301-001,AP English 12,4
SDUNT341,3/1/23,T,5051-006,AP Statistics,4
SDUNT311,3/1/23,A-E,2041-001,French 4 H,4
SDUNT203,3/1/23,A-E,5191-003,Trigonometry & Statistics ACP,4
SDUNT287,3/1/23,A-E,0301-002,Lifetime Activities Indoor,4
SDUNT625,3/1/23,T,4381-001,American Studies (History) H,4
SDUNT490,3/1/23,A-E,2451-001,Spanish 5 ACP,4
SDUNT239,3/1/23,A-E,1341-002,The Short Story H,4
SDUNT353,3/1/23,A-E,2441-006,Spanish 4 ACP,4
SDUNT291,3/1/23,A,3131-018,Academic Study,4
SDUNT615,3/1/23,A-E,6011-009,Biology Lab H,4
SDUNT358,3/1/23,A-E,1441-002,Hiphop: LitCultureMusic ACP,4
SDUNT512,3/1/23,A-E,5031-003,Math 3 (Pre-Calculus) H,4
SDUNT507,3/1/23,A-E,98321-001,Design Visual Communication Major 3 ACP (Adj),4
SDUNT462,3/1/23,A-E,8551-002,Accounting 1 ACP,4
SDUNT246,3/1/23,T,2451-001,Spanish 5 ACP,4
SDUNT248,3/1/23,A-E,4501-004,AP Psychology,4
SDUNT363,3/1/23,T,2451-001,Spanish 5 ACP,4
SDUNT582,3/1/23,A-E,2151-002,French 5 ACP,4
SDUNT632,3/1/23,D-E,4311-004,U.S. History ACP,4
SDUNT056,3/1/23,A-E,5051-001,AP Statistics,5
SDUNT280,3/1/23,A-E,6051-001,AP Biology Lab,5
SDUNT476,3/1/23,A-E,6301-002,Anatomy & Physiology Lab ACP,5
SDUNT539,3/1/23,A-E,4531-001,Ethics in the Modern World H,5
SDUNT380,3/1/23,A-E,6121-006,Chemistry Lab ACP,5
SDUNT060,3/1/23,A,0051-012,Stress Management,5
SDUNT394,3/1/23,A-E,1291-004,AP English 11,5
SDUNT588,3/1/23,A-E,4641-001,Digital Media & the Impact of the Internet H,5
SDUNT338,3/1/23,A,8021-001,Family Singers H,5
SDUNT445,3/1/23,A-E,1211-005,American Studies (English) H,5
SDUNT311,3/1/23,A-E,5031-007,Math 3 (Pre-Calculus) H,5
SDUNT203,3/1/23,A-E,1321-001,Diverse Perspectives in Lit H,5
SDUNT312,3/1/23,A-E,6011-010,Biology Lab H,5
SDUNT287,3/1/23,A-E,1361-005,Art and Technique of Film H,5
SDUNT078,3/1/23,A-E,4641-001,Digital Media & the Impact of the Internet H,5
SDUNT586,3/1/23,A-E,8631-001,Marketing and Management,5
SDUNT626,3/1/23,A-E,6011-002,Biology Lab H,5
SDUNT189,3/1/23,A-E,4301-004,AP US History,5
SDUNT239,3/1/23,A-E,2841-001,Latin 4 H,5
SDUNT353,3/1/23,A-E,6681-015,CL Aide Science,5
SDUNT353,3/1/23,A-E,1341-001,The Short Story H,5
SDUNT193,3/1/23,A-E,1341-001,The Short Story H,5
SDUNT149,3/1/23,T,4501-002,AP Psychology,5
SDUNT358,3/1/23,A-E,2841-001,Latin 4 H,5
SDUNT512,3/1/23,A-E,2741-001,Italian 4 ACP,5
SDUNT507,3/1/23,A-E,0091-004,Health Trends,5
SDUNT462,3/1/23,A-E,4641-001,Digital Media & the Impact of the Internet H,5
SDUNT298,3/1/23,A-E,4531-001,Ethics in the Modern World H,5
SDUNT248,3/1/23,A-E,4531-001,Ethics in the Modern World H,5
SDUNT173,3/1/23,A-E,6051-001,AP Biology Lab,5
SDUNT107,3/1/23,A-E,5051-001,AP Statistics,5
SDUNT582,3/1/23,A-E,1401-002,Women in Literature and Society H,5
SDUNT203,3/1/23,A-E,82331-001,Tech Theatre Design & Management IV,8
SDUNT327,2/28/23,T,5081-004,AP Calculus 4 AB,1
SDUNT200,2/28/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT328,2/28/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT388,2/28/23,A-E,1291-003,AP English 11,1
SDUNT201,2/28/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT590,2/28/23,A,1421-001,Lit and Comp for College ACP,1
SDUNT546,2/28/23,T,6011-001,Biology Lab H,1
SDUNT481,2/28/23,A-E,6031-002,Physics Lab H,1
SDUNT441,2/28/23,A-E,1231-001,American Studies (English) ACP,1
SDUNT202,2/28/23,A-E,6211-002,Biology Lab CP,1
SDUNT338,2/28/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT339,2/28/23,T,5081-004,AP Calculus 4 AB,1
SDUNT521,2/28/23,A-E,0031-006,Fitness Indoor,1
SDUNT178,2/28/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT311,2/28/23,A-E,7191-002,Photography Major 2 H,1
SDUNT484,2/28/23,T,3131-015,Academic Study,1
SDUNT267,2/28/23,A-E,8131-001,AP Music Theory,1
SDUNT398,2/28/23,A-E,91641-001,Drafting: Architectural Major 2 H,1
SDUNT552,2/28/23,A-E,4301-001,AP US History,1
SDUNT312,2/28/23,A-E,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT071,2/28/23,A-E,6011-001,Biology Lab H,1
SDUNT119,2/28/23,A-E,1221-002,English 11 ACP,1
SDUNT143,2/28/23,A-E,5051-003,AP Statistics,1
SDUNT025,2/28/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT269,2/28/23,A-E,89641-001,Early Educ & Care Major 2 H,1
SDUNT183,2/28/23,A-E,8601-002,Entrepreneurship,1
SDUNT028,2/28/23,A-E,0031-006,Fitness Indoor,1
SDUNT350,2/28/23,A-E,6031-002,Physics Lab H,1
SDUNT236,2/28/23,A,6031-002,Physics Lab H,1
SDUNT503,2/28/23,T,6071-001,AP Physics Lab,1
SDUNT624,2/28/23,T-E,2141-001,French 4 ACP,1
SDUNT452,2/28/23,T,4401-001,AP European History,1
SDUNT083,2/28/23,A-E,4301-001,AP US History,1
SDUNT034,2/28/23,A-E,5051-003,AP Statistics,1
SDUNT084,2/28/23,T,6011-001,Biology Lab H,1
SDUNT626,2/28/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT491,2/28/23,T,4431-002,Mid East & Latin Amr ACP,1
SDUNT239,2/28/23,A-E,4401-001,AP European History,1
SDUNT147,2/28/23,A-E,2961-001,AP Chinese,1
SDUNT353,2/28/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT540,2/28/23,A-E,7301-002,Ceramics Major 1 ACP,1
SDUNT587,2/28/23,A-E,5051-003,AP Statistics,1
SDUNT422,2/28/23,A-E,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT531,2/28/23,A-E,1201-002,English 11 H,1
SDUNT168,2/28/23,A-E,5051-003,AP Statistics,1
SDUNT615,2/28/23,A-E,4301-001,AP US History,1
SDUNT541,2/28/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT087,2/28/23,A-E,6011-001,Biology Lab H,1
SDUNT088,2/28/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT356,2/28/23,T,1311-001,Philosophy as Literature H,1
SDUNT425,2/28/23,A-E,8961-001,Early Educ & Care Major 2 ACP,1
SDUNT127,2/28/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT128,2/28/23,A-E,2471-001,Spanish 4 H,1
SDUNT170,2/28/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT496,2/28/23,A-E,6031-002,Physics Lab H,1
SDUNT323,2/28/23,A,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT211,2/28/23,T,6121-002,Chemistry Lab ACP,1
SDUNT172,2/28/23,T,1201-002,English 11 H,1
SDUNT052,2/28/23,A-E,13141-001,Philosophy as Literature ACP,1
SDUNT248,2/28/23,A,1311-001,Philosophy as Literature H,1
SDUNT363,2/28/23,A,5081-004,AP Calculus 4 AB,1
SDUNT596,2/28/23,A,7101-001,Art Major 3 ACP,1
SDUNT299,2/28/23,T,6031-002,Physics Lab H,1
SDUNT105,2/28/23,A,4311-002,U.S. History ACP,1
SDUNT378,2/28/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT367,2/28/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT582,2/28/23,A-E,5051-003,AP Statistics,1
SDUNT250,2/28/23,A-E,2961-001,AP Chinese,1
SDUNT473,2/28/23,A-E,7131-001,AP History of Art,1
SDUNT369,2/28/23,A,5081-004,AP Calculus 4 AB,1
SDUNT632,2/28/23,A-E,6011-001,Biology Lab H,1
SDUNT200,2/28/23,A-E,2481-001,AP Spanish,2
SDUNT328,2/28/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT280,2/28/23,T,5141-001,Intro to Calculus ACP Acc,2
SDUNT388,2/28/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT479,2/28/23,A-E,8611-004,Financial Planning and Banking,2
SDUNT201,2/28/23,A-E,2481-001,AP Spanish,2
SDUNT590,2/28/23,A,4501-001,AP Psychology,2
SDUNT220,2/28/23,A,5511-002,Computer Programming H,2
SDUNT481,2/28/23,A-E,1411-001,Women in Literature and Society ACP,2
SDUNT441,2/28/23,A-E,5031-004,Math 3 (Pre-Calculus) H,2
SDUNT202,2/28/23,A-E,2481-001,AP Spanish,2
SDUNT394,2/28/23,A-E,6011-011,Biology Lab H,2
SDUNT443,2/28/23,A,2851-006,CL Aide World Languages,2
SDUNT338,2/28/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT340,2/28/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT178,2/28/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT311,2/28/23,T-E,6011-011,Biology Lab H,2
SDUNT267,2/28/23,A-E,8321-001,Advanced Jazz ImprovisationACP,2
SDUNT398,2/28/23,A-E,91641-001,Drafting: Architectural Major 2 H,2
SDUNT398,2/28/23,A-E,7011-001,Art Minor 1,2
SDUNT552,2/28/23,A-E,8901-001,Carpentry Major 2 ACP,2
SDUNT449,2/28/23,A,90641-001,Culinary Arts Major 2 H,2
SDUNT203,2/28/23,A-E,2481-001,AP Spanish,2
SDUNT312,2/28/23,A-E,2441-004,Spanish 4 ACP,2
SDUNT071,2/28/23,A-E,5051-002,AP Statistics,2
SDUNT119,2/28/23,A-E,4301-003,AP US History,2
SDUNT025,2/28/23,A-E,2481-001,AP Spanish,2
SDUNT026,2/28/23,A,4501-001,AP Psychology,2
SDUNT604,2/28/23,T,5141-001,Intro to Calculus ACP Acc,2
SDUNT183,2/28/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT350,2/28/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT236,2/28/23,A,0221-001,Teaming Through Sports Indoor,2
SDUNT186,2/28/23,T,2121-001,Intermediate French 2 ACP,2
SDUNT034,2/28/23,A-E,93611-001,Graphic Comm Major 3 ACP (Adj),2
SDUNT416,2/28/23,T,1291-002,AP English 11,2
SDUNT239,2/28/23,A-E,0031-004,Fitness Indoor,2
SDUNT147,2/28/23,A-E,1301-003,AP English 12,2
SDUNT540,2/28/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT587,2/28/23,A-E,13141-002,Philosophy as Literature ACP,2
SDUNT492,2/28/23,A-E,1361-001,Art and Technique of Film H,2
SDUNT422,2/28/23,A-E,1291-002,AP English 11,2
SDUNT531,2/28/23,A-E,89011-001,Carpentry Major 2 ACP (Adj),2
SDUNT615,2/28/23,A-E,1201-003,English 11 H,2
SDUNT455,2/28/23,T,1231-004,American Studies (English) ACP,2
SDUNT087,2/28/23,A-E,5051-002,AP Statistics,2
SDUNT425,2/28/23,A-E,8961-001,Early Educ & Care Major 2 ACP,2
SDUNT128,2/28/23,A-E,4301-003,AP US History,2
SDUNT609,2/28/23,A-E,1311-002,Philosophy as Literature H,2
SDUNT496,2/28/23,A-E,1361-001,Art and Technique of Film H,2
SDUNT323,2/28/23,A,4311-003,U.S. History ACP,2
SDUNT497,2/28/23,A,8611-004,Financial Planning and Banking,2
SDUNT273,2/28/23,A-E,8611-004,Financial Planning and Banking,2
SDUNT052,2/28/23,A-E,4501-001,AP Psychology,2
SDUNT248,2/28/23,A,1301-003,AP English 12,2
SDUNT363,2/28/23,A,8631-002,Marketing and Management,2
SDUNT596,2/28/23,A,4501-001,AP Psychology,2
SDUNT582,2/28/23,A-E,6371-002,Forensics Lab ACP,2
SDUNT473,2/28/23,A-E,7111-001,Art Major 4 H,2
SDUNT632,2/28/23,A-E,5131-002,Math 3 ACP Accelerated (Pre-Calculus),2
SDUNT200,2/28/23,A-E,1361-005,Art and Technique of Film H,3
SDUNT328,2/28/23,A-E,1451-001,Hiphop: LitCultureMusic CP,3
SDUNT388,2/28/23,A-E,6011-005,Biology Lab H,3
SDUNT479,2/28/23,A-E,4531-001,Ethics in the Modern World H,3
SDUNT201,2/28/23,A-E,5801-038,Class Aide Math,3
SDUNT159,2/28/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT481,2/28/23,A-E,4651-001,Digital Media & the Impact of the Internet ACP,3
SDUNT441,2/28/23,A-E,6011-005,Biology Lab H,3
SDUNT583,2/28/23,A-E,1371-007,Art and Technique of Film ACP,3
SDUNT202,2/28/23,A-E,3131-010,Academic Study,3
SDUNT566,2/28/23,T,1461-006,Action Through Literature 10 H,3
SDUNT588,2/28/23,A-E,4641-001,Digital Media & the Impact of the Internet H,3
SDUNT338,2/28/23,A-E,8021-001,Family Singers H,3
SDUNT177,2/28/23,A-E,5141-004,Intro to Calculus ACP Acc,3
SDUNT340,2/28/23,A-E,8631-001,Marketing and Management,3
SDUNT311,2/28/23,A-E,5031-007,Math 3 (Pre-Calculus) H,3
SDUNT267,2/28/23,A-E,2941-001,Chinese 4 H,3
SDUNT398,2/28/23,A-E,1291-004,AP English 11,3
SDUNT552,2/28/23,A-E,6011-005,Biology Lab H,3
SDUNT203,2/28/23,A-E,1321-001,Diverse Perspectives in Lit H,3
SDUNT312,2/28/23,A-E,6011-010,Biology Lab H,3
SDUNT071,2/28/23,A-E,4391-001,American Studies (History) ACP,3
SDUNT119,2/28/23,A-E,8021-001,Family Singers H,3
SDUNT025,2/28/23,A-E,1321-001,Diverse Perspectives in Lit H,3
SDUNT350,2/28/23,A-E,4531-001,Ethics in the Modern World H,3
SDUNT381,2/28/23,T,6051-001,AP Biology Lab,3
SDUNT592,2/28/23,A,1401-002,Women in Literature and Society H,3
SDUNT236,2/28/23,A,1331-001,Diverse Perspectives in Lit ACP,3
SDUNT034,2/28/23,A-E,1321-001,Diverse Perspectives in Lit H,3
SDUNT239,2/28/23,A-E,2841-001,Latin 4 H,3
SDUNT147,2/28/23,A-E,4501-002,AP Psychology,3
SDUNT353,2/28/23,A-E,6681-015,CL Aide Science,3
SDUNT353,2/28/23,A-E,1341-001,The Short Story H,3
SDUNT540,2/28/23,A-E,4531-001,Ethics in the Modern World H,3
SDUNT587,2/28/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT492,2/28/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT422,2/28/23,A-E,8041-001,Jubilee Singers H,3
SDUNT531,2/28/23,A-E,2441-002,Spanish 4 ACP,3
SDUNT423,2/28/23,D-E,1291-004,AP English 11,3
SDUNT087,2/28/23,A-E,4311-005,U.S. History ACP,3
SDUNT425,2/28/23,A-E,1291-004,AP English 11,3
SDUNT128,2/28/23,A-E,1291-004,AP English 11,3
SDUNT609,2/28/23,A-E,4541-001,Ethics in the Modern World ACP,3
SDUNT496,2/28/23,A-E,2751-001,Italian 5 ACP,3
SDUNT581,2/28/23,A-E,1341-001,The Short Story H,3
SDUNT052,2/28/23,A-E,5081-002,AP Calculus 4 AB,3
SDUNT246,2/28/23,A,6071-002,AP Physics Lab,3
SDUNT248,2/28/23,A,4531-001,Ethics in the Modern World H,3
SDUNT363,2/28/23,A,1441-001,Hiphop: LitCultureMusic ACP,3
SDUNT378,2/28/23,A-E,2881-001,Latin 4 ACP,3
SDUNT582,2/28/23,A-E,1401-002,Women in Literature and Society H,3
SDUNT473,2/28/23,A-E,6301-002,Anatomy & Physiology Lab ACP,3
SDUNT632,2/28/23,A-E,1221-004,English 11 ACP,3
SDUNT200,2/28/23,A-E,6071-003,AP Physics Lab,4
SDUNT328,2/28/23,A-E,7161-002,Photography Minor 2,4
SDUNT435,2/28/23,A,4491-001,Modern America ACP,4
SDUNT388,2/28/23,A-E,4301-002,AP US History,4
SDUNT479,2/28/23,A-E,6371-001,Forensics Lab ACP,4
SDUNT201,2/28/23,A-E,6071-003,AP Physics Lab,4
SDUNT159,2/28/23,A-E,0261-002,Dance in Action,4
SDUNT546,2/28/23,A-E,1291-001,AP English 11,4
SDUNT481,2/28/23,A-E,5531-002,Computer Science Principles H,4
SDUNT060,2/28/23,T,6371-001,Forensics Lab ACP,4
SDUNT583,2/28/23,A-E,4601-002,Law and Society ACP,4
SDUNT202,2/28/23,A-E,5161-004,Math 1 ACP,4
SDUNT588,2/28/23,A-E,5531-002,Computer Science Principles H,4
SDUNT177,2/28/23,A-E,13141-003,Philosophy as Literature ACP,4
SDUNT340,2/28/23,A-E,1361-004,Art and Technique of Film H,4
SDUNT178,2/28/23,T,1361-004,Art and Technique of Film H,4
SDUNT311,2/28/23,A-E,4301-002,AP US History,4
SDUNT267,2/28/23,A-E,6011-012,Biology Lab H,4
SDUNT398,2/28/23,A-E,4301-002,AP US History,4
SDUNT552,2/28/23,A-E,1291-001,AP English 11,4
SDUNT312,2/28/23,A-E,4301-002,AP US History,4
SDUNT071,2/28/23,A-E,7161-002,Photography Minor 2,4
SDUNT119,2/28/23,A-E,6011-012,Biology Lab H,4
SDUNT023,2/28/23,A-E,4501-006,AP Psychology,4
SDUNT602,2/28/23,T,6371-001,Forensics Lab ACP,4
SDUNT603,2/28/23,A-E,0261-002,Dance in Action,4
SDUNT077,2/28/23,A-E,5531-002,Computer Science Principles H,4
SDUNT350,2/28/23,A-E,4501-006,AP Psychology,4
SDUNT471,2/28/23,A-E,6371-001,Forensics Lab ACP,4
SDUNT082,2/28/23,A-E,1371-006,Art and Technique of Film ACP,4
SDUNT034,2/28/23,A-E,4501-006,AP Psychology,4
SDUNT239,2/28/23,A-E,6071-003,AP Physics Lab,4
SDUNT147,2/28/23,A-E,6371-001,Forensics Lab ACP,4
SDUNT353,2/28/23,A-E,6371-001,Forensics Lab ACP,4
SDUNT540,2/28/23,A-E,1301-002,AP English 12,4
SDUNT422,2/28/23,A-E,2641-001,Italian 4 H,4
SDUNT531,2/28/23,A-E,4301-002,AP US History,4
SDUNT615,2/28/23,A-E,5031-008,Math 3 (Pre-Calculus) H,4
SDUNT040,2/28/23,A,8601-004,Entrepreneurship,4
SDUNT087,2/28/23,A-E,5131-006,Math 3 ACP Accelerated (Pre-Calculus),4
SDUNT562,2/28/23,A,5531-002,Computer Science Principles H,4
SDUNT425,2/28/23,A-E,6111-001,Biology Lab ACP,4
SDUNT128,2/28/23,A-E,7051-001,Ceramics Minor 1,4
SDUNT257,2/28/23,D-E,1221-006,English 11 ACP,4
SDUNT609,2/28/23,A-E,5621-003,Data Science ACP,4
SDUNT496,2/28/23,A-E,4601-002,Law and Society ACP,4
SDUNT581,2/28/23,A-E,5611-003,Data Science H,4
SDUNT052,2/28/23,A-E,5611-003,Data Science H,4
SDUNT596,2/28/23,A,6371-001,Forensics Lab ACP,4
SDUNT299,2/28/23,A,3131-030,Academic Study,4
SDUNT378,2/28/23,A-E,6071-003,AP Physics Lab,4
SDUNT582,2/28/23,A-E,0261-002,Dance in Action,4
SDUNT473,2/28/23,A-E,0331-011,Career Wellness,4
SDUNT055,2/28/23,A,2441-003,Spanish 4 ACP,4
SDUNT632,2/28/23,A-E,7161-002,Photography Minor 2,4
SDUNT338,2/28/23,A-E,0181-001,AM Lifeguard Training,7
SDUNT034,2/28/23,A-E,0181-001,AM Lifeguard Training,7
SDUNT267,2/28/23,A-E,8031-001,Tiger BeBop ACP,8
SDUNT267,2/28/23,A-E,8111-001,Jazz Ensemble Honors,8
SDUNT203,2/28/23,A-E,82331-001,Tech Theatre Design & Management IV,8
SDUNT128,2/28/23,A-E,82331-001,Tech Theatre Design & Management IV,8
SDUNT436,2/27/23,A-E,6111-002,Biology Lab ACP,1
SDUNT280,2/27/23,A,5051-003,AP Statistics,1
SDUNT388,2/27/23,A-E,1291-003,AP English 11,1
SDUNT620,2/27/23,A-E,7101-001,Art Major 3 ACP,1
SDUNT334,2/27/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT009,2/27/23,T,6031-002,Physics Lab H,1
SDUNT220,2/27/23,A-E,6071-001,AP Physics Lab,1
SDUNT224,2/27/23,A-E,6071-001,AP Physics Lab,1
SDUNT265,2/27/23,T-E,1201-002,English 11 H,1
SDUNT337,2/27/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT442,2/27/23,A-E,6011-007,Biology Lab H,1
SDUNT202,2/27/23,A-E,6211-002,Biology Lab CP,1
SDUNT482,2/27/23,T,6031-002,Physics Lab H,1
SDUNT483,2/27/23,A-E,5051-003,AP Statistics,1
SDUNT176,2/27/23,T,1361-003,Art and Technique of Film H,1
SDUNT338,2/27/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT227,2/27/23,A-E,6071-001,AP Physics Lab,1
SDUNT177,2/27/23,A,6031-002,Physics Lab H,1
SDUNT373,2/27/23,A-E,0051-002,Stress Management,1
SDUNT342,2/27/23,A-E,9601-003,Mechanical & Structural Engineering ACP,1
SDUNT252,2/27/23,T,1311-001,Philosophy as Literature H,1
SDUNT484,2/27/23,T,3131-015,Academic Study,1
SDUNT254,2/27/23,A,6011-001,Biology Lab H,1
SDUNT231,2/27/23,A-E,6071-001,AP Physics Lab,1
SDUNT267,2/27/23,A-E,8131-001,AP Music Theory,1
SDUNT162,2/27/23,A-E,9601-003,Mechanical & Structural Engineering ACP,1
SDUNT312,2/27/23,A-E,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT141,2/27/23,A,6031-002,Physics Lab H,1
SDUNT025,2/27/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT525,2/27/23,A-E,89641-001,Early Educ & Care Major 2 H,1
SDUNT488,2/27/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT080,2/27/23,A-E,4381-006,American Studies (History) H,1
SDUNT236,2/27/23,A,6031-002,Physics Lab H,1
SDUNT237,2/27/23,A-E,1381-001,Asian American Literature H,1
SDUNT503,2/27/23,A-E,6071-001,AP Physics Lab,1
SDUNT471,2/27/23,A-E,7131-001,AP History of Art,1
SDUNT351,2/27/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT613,2/27/23,A-E,4301-001,AP US History,1
SDUNT034,2/27/23,A,5051-003,AP Statistics,1
SDUNT626,2/27/23,A-E,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT491,2/27/23,T,4431-002,Mid East & Latin Amr ACP,1
SDUNT239,2/27/23,A-E,4401-001,AP European History,1
SDUNT147,2/27/23,A-E,2961-001,AP Chinese,1
SDUNT353,2/27/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT290,2/27/23,A-E,70721-002,Ceramics Major 3 H,1
SDUNT169,2/27/23,A-E,7131-001,AP History of Art,1
SDUNT091,2/27/23,A-E,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT322,2/27/23,T,4311-002,U.S. History ACP,1
SDUNT295,2/27/23,A-E,7201-002,Photography Major 3 H,1
SDUNT296,2/27/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT097,2/27/23,T,4311-002,U.S. History ACP,1
SDUNT128,2/27/23,A-E,2471-001,Spanish 4 H,1
SDUNT170,2/27/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT594,2/27/23,A,7121-001,History of Art ACP,1
SDUNT496,2/27/23,A-E,6031-002,Physics Lab H,1
SDUNT258,2/27/23,A-E,4401-001,AP European History,1
SDUNT049,2/27/23,A-E,4401-001,AP European History,1
SDUNT050,2/27/23,A,5051-003,AP Statistics,1
SDUNT246,2/27/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT363,2/27/23,A,5081-004,AP Calculus 4 AB,1
