,School Name,School Type,Town,Grade,% African American,% Asian,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,% Graduated,% Still in School,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
560,Marguerite E Small Elementary,Public School,West Yarmouth,"PK,K,01,02,03",7.5,1.6,4.9,0.3,8.8,59.5,40.5,18.8,342.0,,,,,,,,,,
561,Mattacheese Middle School,Public School,West Yarmouth,"06,07",10.2,1.9,2.1,0.0,3.8,51.5,48.5,14.6,458.0,,,,,,,,,,
562,N H Wixon Innovation School,Public School,South Dennis,"04,05",7.4,2.9,2.3,0.0,5.3,49.4,50.6,22.4,508.0,,,,,,,,,,
563,Station Avenue Elementary,Public School,South Yarmouth,"K,01,02,03",6.6,1.6,2.8,0.2,8.0,51.3,48.7,20.5,472.0,,,,,,,,,,
564,Dighton Elementary,Public School,Dighton,"K,01,02,03,04",0.2,1.4,0.0,0.0,4.5,49.8,50.2,19.3,444.0,,,,,,,,,,
565,Dighton Middle School,Public School,Dighton,"05,06,07,08",1.0,0.8,0.0,0.0,3.0,54.8,45.2,18.6,387.0,,,,,,,,,,
566,Dighton-Rehoboth Regional High School,Public School,North Dighton,"PK,09,10,11,12",1.0,1.1,0.0,0.0,2.0,55.6,44.4,16.9,924.0,92.9,4.2,28.0,88.0,142.0,98.0,74.0,547.0,532.0,547.0
567,Dorothy L Beckwith,Public School,Rehoboth,"05,06,07,08",0.5,0.9,0.2,0.0,2.6,50.4,49.6,18.6,580.0,,,,,,,,,,
568,Palmer River,Public School,Rehoboth,"K,01,02,03,04",1.2,1.8,0.4,0.0,2.8,48.6,51.4,20.3,591.0,,,,,,,,,,
569,Dover-Sherborn Regional High,Public School,Dover,"09,10,11,12",2.3,6.1,0.0,0.0,3.2,48.6,51.4,12.9,663.0,99.4,0.6,2.0,25.0,93.0,161.0,202.0,613.0,608.0,620.0
570,Dover-Sherborn Regional Middle School,Public School,Dover,"06,07,08",3.1,8.6,0.4,0.0,4.0,50.7,49.3,17.7,528.0,,,,,,,,,,
571,Dudley Street Neighborhood Charter School,Charter School,Boston,"PK,K,01,02,03,04,05",61.0,0.0,0.7,0.0,0.3,45.2,54.8,20.5,265.0,,,,,,,,,,
572,Charlton Elementary,Public School,Charlton,"PK,K,01",0.6,1.1,0.0,0.0,3.7,57.2,42.8,20.8,358.0,,,,,,,,,,
573,Charlton Middle School,Public School,Charlton,"05,06,07,08",0.6,1.0,0.0,0.1,1.8,51.0,49.0,18.8,740.0,,,,,,,,,,
574,Dudley Elementary,Public School,Dudley,"02,03,04",2.7,0.3,0.0,0.0,2.7,52.3,47.7,21.4,361.0,,,,,,,,,,
575,Dudley Middle School,Public School,Dudley,"05,06,07,08",1.8,1.9,0.0,0.0,2.3,48.6,51.4,17.9,644.0,,,,,,,,,,
576,Heritage School,Public School,Charlton,"02,03,04",1.0,1.0,0.0,0.2,2.6,54.2,45.8,20.0,481.0,,,,,,,,,,
577,Mason Road School,Public School,Dudley,"PK,K,01",2.7,0.0,0.4,0.0,1.5,49.4,50.6,22.3,283.0,,,,,,,,,,
578,Shepherd Hill Regional High,Public School,Dudley,"09,10,11,12",1.7,2.2,0.3,0.2,1.8,48.2,51.8,19.2,1176.0,92.3,2.6,52.0,124.0,148.0,75.0,25.0,506.0,494.0,525.0
579,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),Charter School,Boston,"09,10,11,12",44.6,1.9,0.0,0.0,2.2,34.3,65.7,17.1,337.0,86.7,6.7,66.0,50.0,15.0,11.0,2.0,386.0,395.0,397.0
580,Essex Technical High School,Public School,Hathorne,"09,10,11,12",1.3,1.5,0.1,0.1,3.1,43.0,57.0,16.1,1201.0,97.5,1.7,7.0,14.0,14.0,10.0,3.0,488.0,461.0,471.0
581,Excel Academy Charter School,Charter School,East Boston,"05,06,07,08,09,10",7.3,1.5,1.3,0.3,0.3,49.4,50.6,25.7,791.0,,,,,,,,,,
582,Farmington River Elementary,Public School,Otis,"PK,K,01,02,03,04,05,06",0.0,0.0,0.0,0.0,0.9,52.6,47.4,14.6,128.0,,,,,,,,,,
583,Four Rivers Charter Public School,Charter School,Greenfield,"07,08,09,10,11,12",0.5,2.7,0.0,0.0,4.5,47.3,52.7,13.7,220.0,86.1,0.0,,,,,,568.0,548.0,535.0
584,Foxborough Regional Charter School,Charter School,Foxborough,"K,01,02,03,04,05,06,07,08,09,10,11,12",36.6,10.0,0.1,0.1,5.9,47.4,52.6,22.2,1281.0,100.0,0.0,15.0,36.0,44.0,35.0,15.0,508.0,494.0,498.0
585,Barbieri Elementary,Public School,Framingham,"K,01,02,03,04,05",3.3,0.6,0.1,0.0,3.0,46.2,53.8,18.3,695.0,,,,,,,,,,
586,Brophy,Public School,Framingham,"K,01,02,03,04,05",7.6,4.5,0.0,0.0,2.1,48.9,51.1,17.2,530.0,,,,,,,,,,
587,Cameron Middle School,Public School,Framingham,"06,07,08",7.1,2.0,0.2,0.0,3.1,50.2,49.8,16.4,543.0,,,,,,,,,,
588,Charlotte A Dunning,Public School,Framingham,"K,01,02,03,04,05",5.0,13.4,0.0,0.0,3.8,54.5,45.5,18.4,488.0,,,,,,,,,,
589,Framingham High School,Public School,Framingham,"09,10,11,12",6.9,6.1,0.1,0.0,2.7,51.4,48.6,17.0,2111.0,88.3,5.5,17.0,57.0,193.0,278.0,300.0,529.0,514.0,562.0
590,Fuller Middle,Public School,Framingham,"06,07,08",9.0,2.4,0.0,0.4,3.2,52.0,48.0,15.3,503.0,,,,,,,,,,
591,Hemenway,Public School,Framingham,"K,01,02,03,04,05",3.8,7.5,0.0,0.0,4.2,51.1,48.9,20.3,570.0,,,,,,,,,,
592,Juniper Hill School,Public School,Framingham,PK,7.3,6.0,0.0,0.0,5.6,53.0,47.0,6.2,287.0,,,,,,,,,,
593,King Elementary School,Public School,Framingham,"K,01,02",6.4,11.2,0.0,0.0,7.6,56.8,43.2,21.9,172.0,,,,,,,,,,
594,Mary E Stapleton Elementary,Public School,Framingham,"K,01,02,03,04,05",6.6,4.3,0.3,0.0,5.1,52.2,47.8,20.6,415.0,,,,,,,,,,
595,Miriam F McCarthy School,Public School,Framingham,"K,01,02,03,04,05",11.5,2.3,0.0,0.4,5.6,49.7,50.3,17.4,589.0,,,,,,,,,,
596,Potter Road,Public School,Framingham,"K,01,02,03,04,05",5.2,4.4,0.0,0.0,4.6,52.3,47.7,19.4,522.0,,,,,,,,,,
597,Walsh Middle,Public School,Framingham,"06,07,08",4.7,7.9,0.0,0.0,2.8,51.0,49.0,18.2,710.0,,,,,,,,,,
598,Woodrow Wilson,Public School,Framingham,"K,01,02,03,04,05",8.5,0.3,0.2,0.0,2.1,49.7,50.3,18.9,593.0,,,,,,,,,,
599,Francis W. Parker Charter Essential School,Charter School,Devens,"07,08,09,10,11,12",0.5,1.5,0.0,0.0,3.5,45.6,54.2,17.7,401.0,85.2,14.8,,,,,,582.0,545.0,538.0
600,Annie Sullivan Middle School,Public School,Franklin,"06,07,08",0.6,3.7,0.0,0.4,0.6,52.8,47.2,19.3,449.0,,,,,,,,,,
601,Davis Thayer,Public School,Franklin,"K,01,02,03,04,05",1.5,1.5,0.4,0.4,1.1,53.3,46.7,18.9,268.0,,,,,,,,,,
602,Franklin Early Childhood Development Center,Public School,Franklin,PK,1.5,4.6,0.0,6.1,1.5,62.6,37.4,25.3,152.0,,,,,,,,,,
603,Franklin High,Public School,Franklin,"09,10,11,12",1.7,4.5,0.2,0.2,2.0,49.2,50.8,16.9,1727.0,96.2,3.1,71.0,134.0,211.0,214.0,153.0,542.0,532.0,556.0
604,Helen Keller Elementary,Public School,Franklin,"K,01,02,03,04,05",1.5,3.9,0.0,0.5,1.7,53.8,46.2,22.3,445.0,,,,,,,,,,
605,Horace Mann,Public School,Franklin,"06,07,08",1.3,7.7,0.2,0.0,1.7,47.2,52.8,21.5,466.0,,,,,,,,,,
606,J F Kennedy Memorial,Public School,Franklin,"K,01,02,03,04,05",0.8,7.8,0.0,0.6,1.9,51.7,48.3,19.1,381.0,,,,,,,,,,
607,Jefferson Elementary,Public School,Franklin,"K,01,02,03,04,05",2.4,7.9,0.0,0.6,1.2,54.7,45.3,16.0,368.0,,,,,,,,,,
608,Oak Street Elementary,Public School,Franklin,"K,01,02,03,04,05",1.0,4.4,0.2,0.2,2.7,53.3,46.7,17.8,415.0,,,,,,,,,,
609,Parmenter,Public School,Franklin,"K,01,02,03,04,05",3.8,6.6,0.3,0.8,1.4,52.3,47.7,19.7,375.0,,,,,,,,,,
610,Remington Middle,Public School,Franklin,"06,07,08",1.5,5.0,0.2,0.0,2.2,52.0,48.0,19.8,487.0,,,,,,,,,,
611,Franklin County Technical,Public School,Turners Falls,"09,10,11,12",1.0,0.2,0.0,0.0,0.4,67.8,32.2,13.1,485.0,90.6,1.6,16.0,15.0,4.0,1.0,0.0,,,
612,Apponequet Regional High,Public School,Lakeville,"09,10,11,12",1.4,1.5,0.3,0.1,1.2,49.5,50.5,15.0,736.0,93.5,3.0,8.0,63.0,100.0,77.0,31.0,523.0,505.0,518.0
613,Assawompset Elementary School,Public School,Lakeville,"K,01,02,03",2.2,1.0,0.2,0.0,2.6,52.0,48.0,21.4,428.0,,,,,,,,,,
614,Freetown Elementary School,Public School,East Freetown,"PK,K,01,02,03",1.0,0.3,0.0,0.0,0.8,51.0,49.0,19.5,398.0,,,,,,,,,,
615,Freetown-Lakeville Middle School,Public School,Lakeville,"06,07,08",0.7,0.9,0.3,0.1,1.5,49.9,50.1,22.1,757.0,,,,,,,,,,
616,George R Austin Intermediate School,Public School,Lakeville,"03,04,05",1.7,0.6,0.4,0.0,1.5,47.8,52.2,22.7,488.0,,,,,,,,,,
617,Frontier Regional,Public School,South Deerfield,"07,08,09,10,11,12",1.3,3.1,0.0,0.3,2.5,54.0,46.0,13.3,621.0,91.3,4.8,3.0,21.0,44.0,29.0,26.0,540.0,512.0,522.0
618,Elm Street School,Public School,Gardner,"02,03,04",2.4,1.0,0.2,0.0,10.5,55.8,44.2,22.5,608.0,,,,,,,,,,
619,Gardner Academy for Learning and Technology,Public School,Gardner,"09,10,11,12",5.4,1.1,1.1,0.0,6.5,58.1,41.9,11.0,94.0,57.4,12.8,,,,,,,,
620,Gardner High,Public School,Gardner,"08,09,10,11,12",2.7,2.1,0.4,0.0,3.8,53.6,46.4,15.9,757.0,95.0,2.5,55.0,76.0,57.0,18.0,12.0,451.0,424.0,463.0
621,Gardner Middle School,Public School,Gardner,"05,06,07",2.6,1.8,0.2,0.0,10.2,49.4,50.6,18.5,532.0,,,,,,,,,,
622,Waterford Street,Public School,Gardner,"PK,K,01",2.2,1.1,0.2,0.0,8.1,46.4,53.6,20.4,485.0,,,,,,,,,,
623,Chester Elementary,Public School,Chester,"PK,K,01,02,03,04,05",1.7,0.0,1.7,0.0,1.7,53.4,46.6,17.2,122.0,,,,,,,,,,
624,Gateway Regional High,Public School,Huntington,"09,10,11,12",0.5,0.9,0.0,0.0,1.8,44.1,55.9,11.6,236.0,89.9,0.0,19.0,9.0,14.0,11.0,1.0,553.0,536.0,521.0
625,Gateway Regional Middle School,Public School,Huntington,"06,07,08",0.0,0.5,0.5,0.0,1.4,57.2,42.8,15.1,162.0,,,,,,,,,,
626,Littleville Elementary School,Public School,Huntington,"PK,K,01,02,03,04,05",1.3,0.0,0.0,0.3,2.7,53.2,46.8,16.7,237.0,,,,,,,,,,
627,Georgetown High School,Public School,Georgetown,"09,10,11,12",0.7,1.0,0.0,0.0,2.4,47.7,52.3,12.8,404.0,97.1,1.0,0.0,0.0,10.0,23.0,32.0,549.0,540.0,534.0
628,Georgetown Middle School,Public School,Georgetown,"07,08",0.4,1.3,0.0,0.0,0.9,54.1,45.9,17.4,240.0,,,,,,,,,,
629,Penn Brook,Public School,Georgetown,"K,01,02,03,04,05,06",1.1,1.1,0.0,0.3,1.0,52.1,47.9,38.7,729.0,,,,,,,,,,
630,Perley Elementary,Public School,Georgetown,PK,0.0,0.9,0.0,0.0,0.0,51.9,48.1,22.2,111.0,,,,,,,,,,
631,Gill Elementary,Public School,Gill,"K,01,02,03,04,05,06",3.4,0.0,0.0,0.0,6.8,52.1,47.9,16.1,114.0,,,,,,,,,,
632,Great Falls Middle,Public School,Montague,"06,07,08",2.1,0.4,0.4,0.0,5.0,48.7,51.3,12.9,232.0,,,,,,,,,,
633,Hillcrest Elementary School,Public School,Turners Falls,"PK,K,01",0.0,0.7,0.0,0.7,8.1,51.4,48.6,16.2,145.0,,,,,,,,,,
634,Sheffield Elementary School,Public School,Turners Falls,"02,03,04,05",0.0,0.0,0.5,0.5,11.1,50.2,49.8,17.4,220.0,,,,,,,,,,
635,Turners Fall High,Public School,Montague,"09,10,11,12",1.7,0.4,0.0,0.0,4.3,49.8,50.2,12.0,213.0,73.8,3.1,4.0,10.0,9.0,3.0,1.0,494.0,471.0,506.0
636,Global Learning Charter Public School,Charter School,New Bedford,"05,06,07,08,09,10,11,12",10.7,1.0,1.0,0.0,5.3,51.7,48.3,16.4,509.0,87.0,0.0,11.0,26.0,10.0,1.0,2.0,449.0,436.0,468.0
637,Beeman Memorial,Public School,Gloucester,"K,01,02,03,04,05",1.1,2.5,0.6,0.0,1.7,49.9,50.1,18.7,346.0,,,,,,,,,,
638,East Gloucester Elementary,Public School,Gloucester,"K,01,02,03,04,05",0.0,0.0,0.0,0.0,5.1,55.3,44.7,20.8,249.0,,,,,,,,,,
639,Gloucester High,Public School,Gloucester,"09,10,11,12",2.2,1.7,0.2,0.7,2.0,51.1,48.9,14.9,863.0,88.0,2.6,23.0,35.0,64.0,37.0,13.0,496.0,475.0,509.0
640,Gloucester PreSchool,Public School,Gloucester,PK,3.1,3.1,0.0,0.0,6.3,52.1,47.9,9.5,104.0,,,,,,,,,,
641,Plum Cove School,Public School,Gloucester,"K,01,02,03,04,05",2.8,0.9,0.0,0.0,1.4,51.2,48.8,17.2,206.0,,,,,,,,,,
642,Ralph B O'Maley Middle,Public School,Gloucester,"06,07,08",1.6,0.9,0.5,0.3,4.4,51.5,48.5,20.2,618.0,,,,,,,,,,
643,Veterans Memorial,Public School,Gloucester,"K,01,02,03,04,05",0.9,0.9,0.0,0.0,0.9,49.1,50.9,17.5,230.0,,,,,,,,,,
644,West Parish,Public School,Gloucester,"K,01,02,03,04,05",1.7,1.7,0.8,0.0,2.0,48.0,52.0,18.6,316.0,,,,,,,,,,
645,Cuttyhunk Elementary,Public School,Cuttyhunk,"06,07",0.0,0.0,0.0,0.0,0.0,50.0,50.0,2.0,2.0,,,,,,,,,,
646,Grafton High School,Public School,Grafton,"09,10,11,12",1.2,8.9,0.0,0.1,2.3,48.4,51.6,18.0,832.0,91.3,3.2,17.0,52.0,78.0,45.0,28.0,533.0,523.0,553.0
647,Grafton Middle,Public School,Grafton,"07,08",1.4,10.1,0.0,0.0,3.3,49.7,50.3,22.2,487.0,,,,,,,,,,
648,Millbury Street Elementary School,Public School,Grafton,"02,03,04,05,06",1.9,15.6,0.0,0.0,2.1,51.4,48.6,22.2,713.0,,,,,,,,,,
649,North Grafton Elementary,Public School,North Grafton,"PK,K,01",0.4,13.3,0.4,0.4,6.7,51.9,48.1,20.0,327.0,,,,,,,,,,
650,North Street Elementary School,Public School,Grafton,"02,03,04,05,06",0.8,7.2,0.5,0.3,3.2,51.9,48.1,22.8,570.0,,,,,,,,,,
651,South Grafton Elementary,Public School,South Grafton,"PK,K,01",1.3,18.2,0.0,0.0,3.2,55.8,44.2,20.2,317.0,,,,,,,,,,
652,East Meadow,Public School,Granby,"04,05,06",0.0,0.6,0.0,0.0,2.4,58.0,42.0,15.5,211.0,,,,,,,,,,
653,Granby Jr Sr High School,Public School,Granby,"07,08,09,10,11,12",1.0,3.1,0.0,0.0,1.3,54.3,45.7,14.8,386.0,93.2,1.4,11.0,54.0,35.0,6.0,2.0,506.0,495.0,516.0
654,West Street,Public School,Granby,"PK,K,01,02,03",0.0,2.9,1.5,0.0,3.9,50.0,50.0,15.8,225.0,,,,,,,,,,
655,Diman Regional Vocational Technical High,Public School,Fall River,"09,10,11,12",1.6,1.4,0.4,0.1,4.7,55.8,44.2,13.5,1398.0,97.0,0.6,0.0,9.0,9.0,2.0,0.0,449.0,424.0,454.0
656,Gr Lawrence Regional Vocational Technical,Public School,Andover,"09,10,11,12",0.8,1.0,0.1,0.0,0.1,49.2,50.8,12.7,1384.0,95.9,0.9,7.0,7.0,1.0,1.0,0.0,379.0,373.0,406.0
657,Gr Lowell Regional Vocational Technical,Public School,Tyngsborough,"09,10,11,12",3.4,16.4,0.5,0.0,3.6,55.2,44.8,17.9,2119.0,93.6,3.5,,,,,,436.0,420.0,447.0
658,Gr New Bedford Vocational Technical,Public School,New Bedford,"09,10,11,12",8.7,0.7,0.4,0.0,3.6,49.6,50.4,14.5,2174.0,93.2,1.7,0.0,14.0,33.0,7.0,3.0,451.0,420.0,447.0
659,Discovery School at Four Corners,Public School,Greenfield,"K,01,02,03,04",1.2,0.0,0.0,0.0,0.0,49.0,51.0,16.7,242.0,,,,,,,,,,
660,Federal Street School,Public School,Greenfield,"K,01,02,03,04",2.6,1.3,0.0,0.0,6.8,48.3,51.7,16.8,234.0,,,,,,,,,,
661,Green River,Public School,Greenfield,4,0.0,0.0,0.0,0.0,0.0,33.3,66.7,6.5,11.0,,,,,,,,,,
662,Greenfield High,Public School,Greenfield,"08,09,10,11,12",3.1,3.1,0.0,0.0,4.9,54.0,46.0,13.4,473.0,79.4,6.2,31.0,64.0,33.0,27.0,16.0,496.0,481.0,499.0
663,Greenfield Middle,Public School,Greenfield,"04,05,06,07",1.5,2.3,0.0,0.0,6.1,51.5,48.5,15.1,408.0,,,,,,,,,,
664,Newton School,Public School,Greenfield,"K,01,02,03,04",2.8,1.4,0.0,0.0,9.3,49.3,50.7,16.7,218.0,,,,,,,,,,
665,The Academy of Early Learning at North Parish,Public School,Greenfield,PK,0.8,1.6,0.0,0.0,0.8,54.9,45.1,13.1,118.0,,,,,,,,,,
666,Boutwell School,Public School,Groton,PK,0.0,3.1,1.6,0.0,3.1,60.9,39.1,6.1,76.0,,,,,,,,,,
667,Florence Roche School,Public School,Groton,"K,01,02,03,04",0.8,6.3,0.2,0.0,4.2,48.1,51.9,20.8,519.0,,,,,,,,,,
668,Groton Dunstable Regional,Public School,Groton,"09,10,11,12",0.7,5.9,0.1,0.1,0.5,50.2,49.8,17.7,846.0,98.2,0.5,12.0,53.0,102.0,119.0,111.0,558.0,538.0,584.0
669,Groton Dunstable Regional Middle,Public School,Groton,"05,06,07,08",0.9,7.1,0.3,0.3,1.4,52.2,47.8,19.6,791.0,,,,,,,,,,
670,Swallow/Union School,Public School,Dunstable,"K,01,02,03,04",0.4,5.0,0.0,0.0,1.4,55.4,44.6,19.6,274.0,,,,,,,,,,
671,Hadley Elementary,Public School,Hadley,"PK,K,01,02,03,04,05,06",2.0,1.0,0.3,4.3,3.3,51.6,48.4,20.3,342.0,,,,,,,,,,
672,Hopkins Academy,Public School,Hadley,"07,08,09,10,11,12",3.9,2.3,0.4,1.2,3.5,50.0,50.0,13.1,279.0,96.2,3.8,11.0,24.0,30.0,19.0,11.0,545.0,524.0,556.0
673,Halifax Elementary,Public School,Halifax,"K,01,02,03,04,05,06",1.0,0.7,0.3,0.0,1.7,52.4,47.6,19.4,543.0,,,,,,,,,,
674,Bessie Buker Elementary,Public School,Wenham,"K,01,02,03,04,05",0.4,2.7,0.0,0.0,1.2,51.4,48.6,20.8,249.0,,,,,,,,,,
675,Cutler School,Public School,South Hamilton,"K,01,02,03,04,05",0.0,3.1,0.0,1.6,2.8,47.6,52.4,19.1,257.0,,,,,,,,,,
676,Hamilton-Wenham Regional High,Public School,South Hamilton,"09,10,11,12",0.2,4.0,0.0,0.2,2.3,46.9,53.1,14.8,609.0,98.1,0.6,43.0,65.0,100.0,111.0,56.0,571.0,559.0,559.0
677,Miles River Middle,Public School,Hamilton,"06,07,08",0.7,2.9,0.0,0.2,2.0,51.1,48.9,17.6,409.0,,,,,,,,,,
678,Winthrop School,Public School,South Hamilton,"PK,K,01,02,03,04,05",3.1,6.2,1.0,0.0,1.7,46.6,53.4,19.3,303.0,,,,,,,,,,
679,Hampden Charter School of Science,Charter School,Chicopee,"06,07,08,09,10,11,12",24.9,2.7,0.0,0.0,2.7,50.2,49.8,18.1,450.0,94.3,5.7,1.0,4.0,3.0,6.0,5.0,470.0,470.0,520.0
680,Green Meadows Elementary,Public School,Hampden,"PK,K,01,02,03,04",2.0,1.2,0.0,0.0,3.2,50.2,49.8,18.8,266.0,,,,,,,,,,
681,Mile Tree Elementary,Public School,Wilbraham,"PK,K,01",2.5,1.9,0.0,0.0,4.4,50.2,49.8,22.0,313.0,,,,,,,,,,
682,Minnechaug Regional High,Public School,Wilbraham,"09,10,11,12",2.7,3.0,0.1,0.2,2.2,50.2,49.8,17.5,1169.0,94.9,1.7,4.0,36.0,63.0,51.0,61.0,518.0,510.0,534.0
683,Soule Road,Public School,Wilbraham,"04,05",3.2,3.2,0.3,0.0,3.2,49.6,50.4,24.3,345.0,,,,,,,,,,
684,Stony Hill School,Public School,Wilbraham,"02,03",3.6,2.6,0.0,0.0,4.3,50.2,49.8,22.5,318.0,,,,,,,,,,
685,Thornton Burgess,Public School,Hampden,"05,06,07,08",3.6,1.4,0.9,0.0,2.3,50.0,50.0,19.5,253.0,,,,,,,,,,
686,Wilbraham Middle,Public School,Wilbraham,"06,07,08",2.1,3.7,0.4,0.0,2.4,48.9,51.1,19.0,530.0,,,,,,,,,,
687,Hampshire Regional High,Public School,Westhampton,"07,08,09,10,11,12",0.7,0.5,0.1,0.0,2.3,44.9,55.1,13.3,747.0,97.7,2.3,9.0,18.0,37.0,33.0,21.0,525.0,497.0,533.0
688,Hancock Elementary,Public School,Hancock,"PK,K,01,02,03,04,05,06",0.0,0.0,0.0,0.0,0.0,50.0,50.0,5.1,46.0,,,,,,,,,,
689,Cedar Elementary,Public School,Hanover,"PK,K,01,02,03,04",1.4,1.4,0.0,0.0,0.0,50.2,49.8,19.5,440.0,,,,,,,,,,
690,Center Elementary,Public School,Hanover,"K,01,02",0.3,1.1,0.0,0.0,1.1,49.9,50.1,20.2,323.0,,,,,,,,,,
691,Hanover High,Public School,Hanover,"09,10,11,12",0.6,2.0,0.0,0.0,0.4,52.9,46.8,16.7,803.0,98.5,0.5,52.0,72.0,94.0,80.0,46.0,505.0,495.0,520.0
692,Hanover Middle,Public School,Hanover,"05,06,07,08",0.6,2.3,0.0,0.0,0.1,53.1,46.9,19.1,822.0,,,,,,,,,,
693,Sylvester,Public School,Hanover,"03,04",0.0,0.9,0.0,0.0,1.3,48.7,51.3,21.9,241.0,,,,,,,,,,
694,Bromfield,Public School,Harvard,"06,07,08,09,10,11,12",1.9,12.1,0.0,0.0,1.8,50.7,49.3,15.6,706.0,95.1,2.9,2.0,16.0,53.0,74.0,94.0,594.0,583.0,589.0
695,Hildreth Elementary School,Public School,Harvard,"PK,K,01,02,03,04,05",2.5,9.7,0.0,0.0,2.1,52.0,48.0,18.4,435.0,,,,,,,,,,
696,Hatfield Elementary,Public School,Hatfield,"PK,K,01,02,03,04,05,06",0.4,0.4,0.0,0.0,0.8,52.9,47.1,15.7,261.0,,,,,,,,,,
697,Smith Academy,Public School,Hatfield,"07,08,09,10,11,12",1.5,2.5,0.0,0.0,3.5,52.0,48.0,11.7,190.0,100.0,0.0,4.0,18.0,19.0,9.0,1.0,568.0,535.0,550.0
698,Bartlett Kindergarten Center,Public School,Haverhill,K,4.6,0.7,0.0,0.0,0.7,58.3,41.7,19.6,154.0,,,,,,,,,,
699,Bradford Elementary,Public School,Bradford,"K,01,02,03,04,05",3.9,1.8,0.2,0.0,0.8,51.3,48.7,20.2,635.0,,,,,,,,,,
700,Caleb Dustin Hunking,Public School,Haverhill,"06,07,08",4.1,1.7,0.0,0.0,1.2,50.2,49.8,22.1,396.0,,,,,,,,,,
701,Consentino Middle School,Public School,Haverhill,"01,02,03,04,05,06,07,08",2.8,1.7,0.0,0.1,1.1,50.9,49.1,23.1,1008.0,,,,,,,,,,
702,Crowell,Public School,Haverhill,K,4.0,0.7,0.7,0.0,2.7,53.3,46.7,19.7,134.0,,,,,,,,,,
703,Dr Paul Nettle,Public School,Haverhill,"05,06,07,08",3.8,2.2,0.0,0.2,0.4,49.9,50.1,17.9,502.0,,,,,,,,,,
704,Golden Hill,Public School,Haverhill,"K,01,02,03,04",3.1,2.1,0.2,0.0,3.1,50.3,49.7,18.1,522.0,,,,,,,,,,
705,Greenleaf,Public School,Haverhill,"K,01,02",0.8,1.2,0.0,0.0,3.6,53.2,46.8,21.1,252.0,,,,,,,,,,
706,Haverhill Alternative School,Public School,Haverhill,"06,07,08,09,10,11,12",6.5,0.0,0.0,0.0,0.0,76.1,23.9,5.5,41.0,18.2,36.4,,,,,,,,
707,Haverhill High,Public School,Haverhill,"09,10,11,12",3.5,2.2,0.1,0.0,0.9,52.8,47.2,16.8,1757.0,77.8,5.5,102.0,169.0,150.0,104.0,53.0,513.0,495.0,512.0
708,John G Whittier,Public School,Haverhill,"05,06,07,08",3.3,1.4,0.2,0.2,0.4,51.7,48.3,24.3,502.0,,,,,,,,,,
709,Moody,Public School,Haverhill,PK,7.9,1.0,0.0,0.0,1.0,62.1,37.9,10.5,229.0,,,,,,,,,,
710,Pentucket Lake Elementary,Public School,Haverhill,"K,01,02,03,04",3.9,2.5,0.6,0.2,1.6,56.5,43.5,15.5,520.0,,,,,,,,,,
711,TEACH,Public School,Haverhill,"K,01,02,03,04,05,06,07,08,09,10,11,12",2.0,2.0,0.0,0.0,2.0,76.5,23.5,3.7,44.0,,,,,,,,,,
712,Tilton,Public School,Haverhill,"01,02,03,04",2.8,1.1,0.6,0.0,1.7,52.4,47.6,19.9,519.0,,,,,,,,,,
713,Walnut Square,Public School,Haverhill,"K,01,02",0.0,1.3,0.0,0.0,5.3,53.0,47.0,22.2,156.0,,,,,,,,,,
714,Hawlemont Regional,Public School,Charlemont,"PK,K,01,02,03,04,05,06",0.0,1.0,1.9,0.0,3.8,44.8,55.2,12.5,100.0,,,,,,,,,,
715,Helen Y. Davis Leadership Academy Charter Public School,Charter School,Boston,"06,07,08",79.7,0.5,0.5,1.8,0.0,58.1,41.9,17.4,216.0,,,,,,,,,,
716,Hill View Montessori Charter Public School,Charter School,Haverhill,"K,01,02,03,04,05,06,07,08",5.2,0.7,0.3,0.0,2.9,42.5,57.5,23.0,308.0,,,,,,,,,,
717,Hilltown Cooperative Charter Public School,Charter School,Easthampton,"K,01,02,03,04,05,06,07,08",0.5,1.4,0.0,0.0,9.2,53.2,46.8,29.2,210.0,,,,,,,,,,
718,East Elementary School,Public School,Hingham,"PK,K,01,02,03,04,05",0.7,2.2,0.0,0.0,2.2,57.5,42.5,21.3,601.0,,,,,,,,,,
719,Hingham High,Public School,Hingham,"09,10,11,12",0.9,2.1,0.0,0.0,2.8,50.9,49.1,14.8,1199.0,99.3,0.4,2.0,17.0,87.0,160.0,214.0,555.0,563.0,569.0
720,Hingham Middle School,Public School,Hingham,"06,07,08",1.0,3.0,0.0,0.1,2.6,50.8,49.2,18.9,1073.0,,,,,,,,,,
721,Plymouth River,Public School,Hingham,"K,01,02,03,04,05",1.5,1.9,0.0,0.0,3.0,47.4,52.6,21.3,487.0,,,,,,,,,,
722,South Elementary,Public School,Hingham,"K,01,02,03,04,05",2.1,2.7,0.0,0.0,3.9,49.8,50.2,21.6,535.0,,,,,,,,,,
