,DATE,STATION,NAME,"Weekday (Sunday is 1, Saturday is 7)",PRCP,TAVG,TMAX,TMIN,incident_num,TIME,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
1859,2/7/2019,USW00014739,"BOSTON, MA US",5,0.21,38,42,35,I192010119,21:34:00+00,A7,Non-Fatal,Male,Unknown,Unknown,f
1860,2/8/2019,USW00014739,"BOSTON, MA US",6,0.07,43,57,31,NA,NA,NA,NA,NA,NA,NA,NA
1861,2/9/2019,USW00014739,"BOSTON, MA US",7,0,31,36,25,I192010441,00:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1862,2/10/2019,USW00014739,"BOSTON, MA US",1,0,30,37,24,NA,NA,NA,NA,NA,NA,NA,NA
1863,2/11/2019,USW00014739,"BOSTON, MA US",2,0,32,37,26,NA,NA,NA,NA,NA,NA,NA,NA
1864,2/12/2019,USW00014739,"BOSTON, MA US",3,0.91,26,38,19,NA,NA,NA,NA,NA,NA,NA,NA
1865,2/13/2019,USW00014739,"BOSTON, MA US",4,0.28,38,43,33,NA,NA,NA,NA,NA,NA,NA,NA
1866,2/14/2019,USW00014739,"BOSTON, MA US",5,0,35,40,31,NA,NA,NA,NA,NA,NA,NA,NA
1867,2/15/2019,USW00014739,"BOSTON, MA US",6,0.1,40,52,31,NA,NA,NA,NA,NA,NA,NA,NA
1868,2/16/2019,USW00014739,"BOSTON, MA US",7,0,43,49,31,I192012410,19:31:32+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1869,2/17/2019,USW00014739,"BOSTON, MA US",1,0,30,34,24,NA,NA,NA,NA,NA,NA,NA,NA
1870,2/18/2019,USW00014739,"BOSTON, MA US",2,0.31,30,32,21,NA,NA,NA,NA,NA,NA,NA,NA
1871,2/19/2019,USW00014739,"BOSTON, MA US",3,0,25,34,18,NA,NA,NA,NA,NA,NA,NA,NA
1872,2/20/2019,USW00014739,"BOSTON, MA US",4,0.1,26,31,21,NA,NA,NA,NA,NA,NA,NA,NA
1873,2/21/2019,USW00014739,"BOSTON, MA US",5,0.42,34,48,26,NA,NA,NA,NA,NA,NA,NA,NA
1874,2/22/2019,USW00014739,"BOSTON, MA US",6,0,42,46,36,I192013647,02:20:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
1875,2/23/2019,USW00014739,"BOSTON, MA US",7,0,35,38,30,NA,NA,NA,NA,NA,NA,NA,NA
1876,2/24/2019,USW00014739,"BOSTON, MA US",1,0.48,39,47,34,NA,NA,NA,NA,NA,NA,NA,NA
1877,2/25/2019,USW00014739,"BOSTON, MA US",2,0,39,42,30,NA,NA,NA,NA,NA,NA,NA,NA
1878,2/26/2019,USW00014739,"BOSTON, MA US",3,0,29,32,20,NA,NA,NA,NA,NA,NA,NA,NA
1879,2/27/2019,USW00014739,"BOSTON, MA US",4,0.05,20,26,13,NA,NA,NA,NA,NA,NA,NA,NA
1880,2/28/2019,USW00014739,"BOSTON, MA US",5,0.15,24,31,19,NA,NA,NA,NA,NA,NA,NA,NA
1881,3/1/2019,USW00014739,"BOSTON, MA US",6,0,29,38,23,NA,NA,NA,NA,NA,NA,NA,NA
1882,3/2/2019,USW00014739,"BOSTON, MA US",7,0.18,33,34,32,I192015793,02:59:44+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1883,3/3/2019,USW00014739,"BOSTON, MA US",1,0.09,35,41,32,NA,NA,NA,NA,NA,NA,NA,NA
1884,3/4/2019,USW00014739,"BOSTON, MA US",2,0.97,36,40,25,NA,NA,NA,NA,NA,NA,NA,NA
1885,3/5/2019,USW00014739,"BOSTON, MA US",3,0,26,31,19,NA,NA,NA,NA,NA,NA,NA,NA
1886,3/6/2019,USW00014739,"BOSTON, MA US",4,0,24,27,18,NA,NA,NA,NA,NA,NA,NA,NA
1887,3/7/2019,USW00014739,"BOSTON, MA US",5,0,21,30,15,NA,NA,NA,NA,NA,NA,NA,NA
1888,3/8/2019,USW00014739,"BOSTON, MA US",6,0,27,38,18,NA,NA,NA,NA,NA,NA,NA,NA
1889,3/9/2019,USW00014739,"BOSTON, MA US",7,0,34,46,26,NA,NA,NA,NA,NA,NA,NA,NA
1890,3/10/2019,USW00014739,"BOSTON, MA US",1,0.46,35,40,31,NA,NA,NA,NA,NA,NA,NA,NA
1891,3/11/2019,USW00014739,"BOSTON, MA US",2,0,43,50,37,I192017963,00:26:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1892,3/12/2019,USW00014739,"BOSTON, MA US",3,0,40,45,34,I192018395,15:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1893,3/13/2019,USW00014739,"BOSTON, MA US",4,0,36,40,30,NA,NA,NA,NA,NA,NA,NA,NA
1894,3/14/2019,USW00014739,"BOSTON, MA US",5,0,41,51,36,I192019011,17:58:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1895,3/14/2019,USW00014739,"BOSTON, MA US",5,0,41,51,36,I192018923,12:34:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
1896,3/15/2019,USW00014739,"BOSTON, MA US",6,0.2,52,64,40,NA,NA,NA,NA,NA,NA,NA,NA
1897,3/16/2019,USW00014739,"BOSTON, MA US",7,0,50,56,36,NA,NA,NA,NA,NA,NA,NA,NA
1898,3/17/2019,USW00014739,"BOSTON, MA US",1,0,38,43,32,I192019875,19:18:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1899,3/17/2019,USW00014739,"BOSTON, MA US",1,0,38,43,32,I192019821,16:15:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1900,3/18/2019,USW00014739,"BOSTON, MA US",2,0,36,44,28,NA,NA,NA,NA,NA,NA,NA,NA
1901,3/19/2019,USW00014739,"BOSTON, MA US",3,0,39,48,32,NA,NA,NA,NA,NA,NA,NA,NA
1902,3/20/2019,USW00014739,"BOSTON, MA US",4,0,40,51,31,NA,NA,NA,NA,NA,NA,NA,NA
1903,3/21/2019,USW00014739,"BOSTON, MA US",5,0,43,52,33,I192020870,11:38:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1904,3/22/2019,USW00014739,"BOSTON, MA US",6,0.88,41,44,40,NA,NA,NA,NA,NA,NA,NA,NA
1905,3/23/2019,USW00014739,"BOSTON, MA US",7,0.04,41,48,34,NA,NA,NA,NA,NA,NA,NA,NA
1906,3/24/2019,USW00014739,"BOSTON, MA US",1,0,44,60,34,NA,NA,NA,NA,NA,NA,NA,NA
1907,3/25/2019,USW00014739,"BOSTON, MA US",2,0,47,52,36,NA,NA,NA,NA,NA,NA,NA,NA
1908,3/26/2019,USW00014739,"BOSTON, MA US",3,0,37,44,31,NA,NA,NA,NA,NA,NA,NA,NA
1909,3/27/2019,USW00014739,"BOSTON, MA US",4,0,36,41,30,NA,NA,NA,NA,NA,NA,NA,NA
1910,3/28/2019,USW00014739,"BOSTON, MA US",5,0.01,41,54,33,NA,NA,NA,NA,NA,NA,NA,NA
1911,3/29/2019,USW00014739,"BOSTON, MA US",6,0.03,49,58,44,NA,NA,NA,NA,NA,NA,NA,NA
1912,3/30/2019,USW00014739,"BOSTON, MA US",7,0,51,67,44,NA,NA,NA,NA,NA,NA,NA,NA
1913,3/31/2019,USW00014739,"BOSTON, MA US",1,0.09,58,70,41,I192023598,03:14:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
1914,3/31/2019,USW00014739,"BOSTON, MA US",1,0.09,58,70,41,I192023577,02:55:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
1915,4/1/2019,USW00014739,"BOSTON, MA US",2,0,42,47,37,NA,NA,NA,NA,NA,NA,NA,NA
1916,4/2/2019,USW00014739,"BOSTON, MA US",3,0.05,42,53,30,NA,NA,NA,NA,NA,NA,NA,NA
1917,4/3/2019,USW00014739,"BOSTON, MA US",4,0.4,47,65,40,NA,NA,NA,NA,NA,NA,NA,NA
1918,4/4/2019,USW00014739,"BOSTON, MA US",5,0,46,53,38,I192024890,19:08:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
1919,4/5/2019,USW00014739,"BOSTON, MA US",6,0.13,40,46,35,I192024972,02:07:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1920,4/6/2019,USW00014739,"BOSTON, MA US",7,0.09,47,67,37,I192025403,16:56:00+00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
1921,4/6/2019,USW00014739,"BOSTON, MA US",7,0.09,47,67,37,I192025403,16:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1922,4/6/2019,USW00014739,"BOSTON, MA US",7,0.09,47,67,37,I192025403,16:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1923,4/6/2019,USW00014739,"BOSTON, MA US",7,0.09,47,67,37,I192025484,23:18:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1924,4/7/2019,USW00014739,"BOSTON, MA US",1,0,55,69,43,I192025673,18:05:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1925,4/8/2019,USW00014739,"BOSTON, MA US",2,0.31,47,54,37,NA,NA,NA,NA,NA,NA,NA,NA
1926,4/9/2019,USW00014739,"BOSTON, MA US",3,0.06,38,41,36,NA,NA,NA,NA,NA,NA,NA,NA
1927,4/10/2019,USW00014739,"BOSTON, MA US",4,0.01,42,47,36,NA,NA,NA,NA,NA,NA,NA,NA
1928,4/11/2019,USW00014739,"BOSTON, MA US",5,0,42,52,35,NA,NA,NA,NA,NA,NA,NA,NA
1929,4/12/2019,USW00014739,"BOSTON, MA US",6,0.11,47,58,41,NA,NA,NA,NA,NA,NA,NA,NA
1930,4/13/2019,USW00014739,"BOSTON, MA US",7,0.28,62,75,57,I192027439,23:07:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1931,4/13/2019,USW00014739,"BOSTON, MA US",7,0.28,62,75,57,I192027439,23:07:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1932,4/14/2019,USW00014739,"BOSTON, MA US",1,0.04,59,67,49,I192027638,19:14:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f
1933,4/15/2019,USW00014739,"BOSTON, MA US",2,0.72,56,70,45,NA,NA,NA,NA,NA,NA,NA,NA
1934,4/16/2019,USW00014739,"BOSTON, MA US",3,0,50,61,43,NA,NA,NA,NA,NA,NA,NA,NA
1935,4/17/2019,USW00014739,"BOSTON, MA US",4,0,51,60,45,NA,NA,NA,NA,NA,NA,NA,NA
1936,4/18/2019,USW00014739,"BOSTON, MA US",5,0,48,63,43,NA,NA,NA,NA,NA,NA,NA,NA
1937,4/19/2019,USW00014739,"BOSTON, MA US",6,0.02,67,77,63,NA,NA,NA,NA,NA,NA,NA,NA
1938,4/20/2019,USW00014739,"BOSTON, MA US",7,0.17,68,74,59,NA,NA,NA,NA,NA,NA,NA,NA
1939,4/21/2019,USW00014739,"BOSTON, MA US",1,0.03,61,70,55,NA,NA,NA,NA,NA,NA,NA,NA
1940,4/22/2019,USW00014739,"BOSTON, MA US",2,2.3,55,58,49,NA,NA,NA,NA,NA,NA,NA,NA
1941,4/23/2019,USW00014739,"BOSTON, MA US",3,0.21,51,56,47,NA,NA,NA,NA,NA,NA,NA,NA
1942,4/24/2019,USW00014739,"BOSTON, MA US",4,0.04,55,68,47,NA,NA,NA,NA,NA,NA,NA,NA
1943,4/25/2019,USW00014739,"BOSTON, MA US",5,0,51,55,47,NA,NA,NA,NA,NA,NA,NA,NA
1944,4/26/2019,USW00014739,"BOSTON, MA US",6,0.74,49,49,46,NA,NA,NA,NA,NA,NA,NA,NA
1945,4/27/2019,USW00014739,"BOSTON, MA US",7,0.66,50,57,45,NA,NA,NA,NA,NA,NA,NA,NA
1946,4/28/2019,USW00014739,"BOSTON, MA US",1,0.01,49,56,45,NA,NA,NA,NA,NA,NA,NA,NA
1947,4/29/2019,USW00014739,"BOSTON, MA US",2,0,52,63,43,NA,NA,NA,NA,NA,NA,NA,NA
1948,4/30/2019,USW00014739,"BOSTON, MA US",3,0.14,49,54,44,NA,NA,NA,NA,NA,NA,NA,NA
1949,5/1/2019,USW00014739,"BOSTON, MA US",4,0,51,56,47,I192032179,18:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1950,5/1/2019,USW00014739,"BOSTON, MA US",4,0,51,56,47,I192032179,18:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1951,5/1/2019,USW00014739,"BOSTON, MA US",4,0,51,56,47,I192032179,18:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1952,5/1/2019,USW00014739,"BOSTON, MA US",4,0,51,56,47,I192032179,18:26:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1953,5/2/2019,USW00014739,"BOSTON, MA US",5,0.06,48,50,45,NA,NA,NA,NA,NA,NA,NA,NA
1954,5/3/2019,USW00014739,"BOSTON, MA US",6,0.11,48,57,45,NA,NA,NA,NA,NA,NA,NA,NA
1955,5/4/2019,USW00014739,"BOSTON, MA US",7,0.14,52,55,48,NA,NA,NA,NA,NA,NA,NA,NA
1956,5/5/2019,USW00014739,"BOSTON, MA US",1,0.01,50,51,49,NA,NA,NA,NA,NA,NA,NA,NA
1957,5/6/2019,USW00014739,"BOSTON, MA US",2,0,52,60,47,I192033527,17:07:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1958,5/7/2019,USW00014739,"BOSTON, MA US",3,0.08,58,76,45,NA,NA,NA,NA,NA,NA,NA,NA
1959,5/8/2019,USW00014739,"BOSTON, MA US",4,0,58,61,50,I192033997,10:00:05+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1960,5/9/2019,USW00014739,"BOSTON, MA US",5,0,52,55,47,I192034557,21:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1961,5/9/2019,USW00014739,"BOSTON, MA US",5,0,52,55,47,I192034557,21:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
1962,5/10/2019,USW00014739,"BOSTON, MA US",6,0.01,55,66,51,NA,NA,NA,NA,NA,NA,NA,NA
1963,5/11/2019,USW00014739,"BOSTON, MA US",7,0,64,70,54,192035092,19:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1964,5/12/2019,USW00014739,"BOSTON, MA US",1,0.39,51,55,43,NA,NA,NA,NA,NA,NA,NA,NA
1965,5/13/2019,USW00014739,"BOSTON, MA US",2,0.82,49,55,44,NA,NA,NA,NA,NA,NA,NA,NA
1966,5/14/2019,USW00014739,"BOSTON, MA US",3,0.15,45,48,43,NA,NA,NA,NA,NA,NA,NA,NA
1967,5/15/2019,USW00014739,"BOSTON, MA US",4,0.01,51,62,45,I192036276,21:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1968,5/16/2019,USW00014739,"BOSTON, MA US",5,0,57,65,50,NA,NA,NA,NA,NA,NA,NA,NA
1969,5/17/2019,USW00014739,"BOSTON, MA US",6,0.24,55,65,50,NA,NA,NA,NA,NA,NA,NA,NA
1970,5/18/2019,USW00014739,"BOSTON, MA US",7,0,62,70,53,NA,NA,NA,NA,NA,NA,NA,NA
1971,5/19/2019,USW00014739,"BOSTON, MA US",1,0.22,60,73,53,I192037314,12:16:00+00,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f
1972,5/19/2019,USW00014739,"BOSTON, MA US",1,0.22,60,73,53,I192037215,01:00:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f
1973,5/20/2019,USW00014739,"BOSTON, MA US",2,0.13,73,88,66,NA,NA,NA,NA,NA,NA,NA,NA
1974,5/21/2019,USW00014739,"BOSTON, MA US",3,0,67,72,58,I192038009,21:15:00+00,A7,Non-Fatal,Male,Unknown,Unknown,t
1975,5/21/2019,USW00014739,"BOSTON, MA US",3,0,67,72,58,I192038009,21:15:00+00,A7,Non-Fatal,Male,Unknown,Unknown,t
1976,5/22/2019,USW00014739,"BOSTON, MA US",4,0,61,69,54,I192037998,20:42:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1977,5/23/2019,USW00014739,"BOSTON, MA US",5,0.12,61,72,53,NA,NA,NA,NA,NA,NA,NA,NA
1978,5/24/2019,USW00014739,"BOSTON, MA US",6,0,65,73,53,NA,NA,NA,NA,NA,NA,NA,NA
1979,5/25/2019,USW00014739,"BOSTON, MA US",7,0.03,61,71,52,I192039068,02:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1980,5/26/2019,USW00014739,"BOSTON, MA US",1,0.23,71,89,53,NA,NA,NA,NA,NA,NA,NA,NA
1981,5/27/2019,USW00014739,"BOSTON, MA US",2,0,69,76,57,I192039535,00:04:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1982,5/28/2019,USW00014739,"BOSTON, MA US",3,0.3,58,64,52,NA,NA,NA,NA,NA,NA,NA,NA
1983,5/29/2019,USW00014739,"BOSTON, MA US",4,0,52,55,50,NA,NA,NA,NA,NA,NA,NA,NA
1984,5/30/2019,USW00014739,"BOSTON, MA US",5,0.23,56,66,52,NA,NA,NA,NA,NA,NA,NA,NA
1985,5/31/2019,USW00014739,"BOSTON, MA US",6,0.07,63,75,57,NA,NA,NA,NA,NA,NA,NA,NA
1986,6/1/2019,USW00014739,"BOSTON, MA US",7,0,60,66,54,I192041160,14:17:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
1987,6/1/2019,USW00014739,"BOSTON, MA US",7,0,60,66,54,I192041233,16:55:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
1988,6/2/2019,USW00014739,"BOSTON, MA US",1,0.04,56,63,53,I192041304,00:43:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
1989,6/2/2019,USW00014739,"BOSTON, MA US",1,0.04,56,63,53,I192041304,00:43:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
1990,6/3/2019,USW00014739,"BOSTON, MA US",2,0.04,64,74,57,NA,NA,NA,NA,NA,NA,NA,NA
1991,6/4/2019,USW00014739,"BOSTON, MA US",3,0,63,72,54,I192041946,10:58:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1992,6/5/2019,USW00014739,"BOSTON, MA US",4,0.05,71,84,61,NA,NA,NA,NA,NA,NA,NA,NA
1993,6/6/2019,USW00014739,"BOSTON, MA US",5,0.01,70,78,64,I192042739,17:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
1994,6/7/2019,USW00014739,"BOSTON, MA US",6,0,68,73,64,NA,NA,NA,NA,NA,NA,NA,NA
1995,6/8/2019,USW00014739,"BOSTON, MA US",7,0,68,73,63,NA,NA,NA,NA,NA,NA,NA,NA
1996,6/9/2019,USW00014739,"BOSTON, MA US",1,0,67,80,56,I192043502,03:18:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
1997,6/9/2019,USW00014739,"BOSTON, MA US",1,0,67,80,56,I192043502,03:18:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
1998,6/10/2019,USW00014739,"BOSTON, MA US",2,0.14,66,74,58,NA,NA,NA,NA,NA,NA,NA,NA
1999,6/11/2019,USW00014739,"BOSTON, MA US",3,0.53,70,79,63,I192044195,10:45:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
2000,6/11/2019,USW00014739,"BOSTON, MA US",3,0.53,70,79,63,I192044239,13:00:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2001,6/12/2019,USW00014739,"BOSTON, MA US",4,0,68,75,60,NA,NA,NA,NA,NA,NA,NA,NA
2002,6/13/2019,USW00014739,"BOSTON, MA US",5,0.63,59,62,53,NA,NA,NA,NA,NA,NA,NA,NA
2003,6/14/2019,USW00014739,"BOSTON, MA US",6,0,63,77,54,I192045000,03:00:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
2004,6/15/2019,USW00014739,"BOSTON, MA US",7,0,72,84,62,NA,NA,NA,NA,NA,NA,NA,NA
2005,6/16/2019,USW00014739,"BOSTON, MA US",1,0.11,69,72,63,I192045558,01:18:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2006,6/16/2019,USW00014739,"BOSTON, MA US",1,0.11,69,72,63,I192045572,02:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2007,6/17/2019,USW00014739,"BOSTON, MA US",2,0,69,75,66,I192046078,21:52:00+00,E13,Fatal,Male,White,Hispanic or Latinx,t
2008,6/17/2019,USW00014739,"BOSTON, MA US",2,0,69,75,66,I192046078,21:52:00+00,E13,Fatal,Male,White,Hispanic or Latinx,t
2009,6/18/2019,USW00014739,"BOSTON, MA US",3,0.1,67,70,61,NA,NA,NA,NA,NA,NA,NA,NA
2010,6/19/2019,USW00014739,"BOSTON, MA US",4,0,64,71,60,I192046699,19:44:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
2011,6/20/2019,USW00014739,"BOSTON, MA US",5,0.37,66,73,61,NA,NA,NA,NA,NA,NA,NA,NA
2012,6/21/2019,USW00014739,"BOSTON, MA US",6,1.19,68,76,61,NA,NA,NA,NA,NA,NA,NA,NA
2013,6/22/2019,USW00014739,"BOSTON, MA US",7,0,72,83,64,I192047536,22:56:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2014,6/23/2019,USW00014739,"BOSTON, MA US",1,0,74,87,66,I192047772,21:27:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
2015,6/23/2019,USW00014739,"BOSTON, MA US",1,0,74,87,66,I192047777,21:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2016,6/23/2019,USW00014739,"BOSTON, MA US",1,0,74,87,66,I192047777,21:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2017,6/23/2019,USW00014739,"BOSTON, MA US",1,0,74,87,66,I192047800,22:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2018,6/23/2019,USW00014739,"BOSTON, MA US",1,0,74,87,66,I192047704,15:02:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2019,6/23/2019,USW00014739,"BOSTON, MA US",1,0,74,87,66,I192047704,15:02:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2020,6/24/2019,USW00014739,"BOSTON, MA US",2,0,75,80,63,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/25/2019,USW00014739,"BOSTON, MA US",3,0.13,67,73,63,I192048395,20:33:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2022,6/26/2019,USW00014739,"BOSTON, MA US",4,0,69,75,62,NA,NA,NA,NA,NA,NA,NA,NA
2023,6/27/2019,USW00014739,"BOSTON, MA US",5,0,65,71,61,NA,NA,NA,NA,NA,NA,NA,NA
2024,6/28/2019,USW00014739,"BOSTON, MA US",6,0,71,85,63,NA,NA,NA,NA,NA,NA,NA,NA
2025,6/29/2019,USW00014739,"BOSTON, MA US",7,1.65,77,87,68,I192049454,01:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2026,6/29/2019,USW00014739,"BOSTON, MA US",7,1.65,77,87,68,I192049465,02:34:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2027,6/30/2019,USW00014739,"BOSTON, MA US",1,0.16,73,78,65,I192049778,00:29:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
2028,7/1/2019,USW00014739,"BOSTON, MA US",2,0,71,84,64,NA,NA,NA,NA,NA,NA,NA,NA
2029,7/2/2019,USW00014739,"BOSTON, MA US",3,0,79,87,73,NA,NA,NA,NA,NA,NA,NA,NA
2030,7/3/2019,USW00014739,"BOSTON, MA US",4,0,80,86,73,I192051009,23:45:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
2031,7/4/2019,USW00014739,"BOSTON, MA US",5,0,79,84,73,I192051248,23:08:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2032,7/4/2019,USW00014739,"BOSTON, MA US",5,0,79,84,73,I192051252,22:58:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
2033,7/4/2019,USW00014739,"BOSTON, MA US",5,0,79,84,73,I192051252,22:58:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
2034,7/4/2019,USW00014739,"BOSTON, MA US",5,0,79,84,73,I192051271,23:35:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2035,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051306,03:17:00+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,f
2036,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051307,03:10:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
2037,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051282,02:06:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
2038,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051573,23:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2039,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051573,23:14:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
2040,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051573,23:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2041,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051573,23:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
2042,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051573,23:14:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
2043,7/5/2019,USW00014739,"BOSTON, MA US",6,0,81,90,71,I192051573,23:14:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
2044,7/6/2019,USW00014739,"BOSTON, MA US",7,1.37,82,95,75,NA,NA,NA,NA,NA,NA,NA,NA
2045,7/7/2019,USW00014739,"BOSTON, MA US",1,0,73,77,67,I192051849,02:31:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2046,7/7/2019,USW00014739,"BOSTON, MA US",1,0,73,77,67,I192051843,01:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2047,7/7/2019,USW00014739,"BOSTON, MA US",1,0,73,77,67,I192052001,16:36:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
2048,7/8/2019,USW00014739,"BOSTON, MA US",2,0,71,76,66,NA,NA,NA,NA,NA,NA,NA,NA
2049,7/9/2019,USW00014739,"BOSTON, MA US",3,0,78,89,69,I192052452,00:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2050,7/10/2019,USW00014739,"BOSTON, MA US",4,0,80,88,73,NA,NA,NA,NA,NA,NA,NA,NA
2051,7/11/2019,USW00014739,"BOSTON, MA US",5,0.02,77,86,71,NA,NA,NA,NA,NA,NA,NA,NA
