"","State","Year","Month","Number_of_Deaths","Number_of_OD_Deaths"
"1","AK",2015,"April",4133,126
"2","AK",2015,"August",4222,124
"3","AK",2015,"December",4193,121
"4","AK",2015,"February",4084,127
"5","AK",2015,"January",4034,126
"6","AK",2015,"July",4220,117
"7","AK",2015,"June",4201,121
"8","AK",2015,"March",4101,125
"9","AK",2015,"May",4196,125
"10","AK",2015,"November",4219,115
"11","AK",2015,"October",4241,120
"12","AK",2015,"September",4242,125
"13","AK",2016,"April",4262,132
"14","AK",2016,"August",4276,138
"15","AK",2016,"December",4355,129
"16","AK",2016,"February",4198,128
"17","AK",2016,"January",4213,126
"18","AK",2016,"July",4269,143
"19","AK",2016,"June",4261,138
"20","AK",2016,"March",4230,125
"21","AK",2016,"May",4241,140
"22","AK",2016,"November",4289,133
"23","AK",2016,"October",4291,131
"24","AK",2016,"September",4256,131
"25","AK",2017,"April",4325,117
"26","AK",2017,"August",4234,137
"27","AK",2017,"December",4279,141
"28","AK",2017,"February",4347,124
"29","AK",2017,"January",4374,126
"30","AK",2017,"July",4236,128
"31","AK",2017,"June",4276,122
"32","AK",2017,"March",4359,126
"33","AK",2017,"May",4277,120
"34","AK",2017,"November",4308,138
"35","AK",2017,"October",4283,144
"36","AK",2017,"September",4299,148
"37","AK",2018,"April",4340,142
"38","AK",2018,"August",4383,110
"39","AK",2018,"December",4333,105
"40","AK",2018,"February",4303,139
"41","AK",2018,"January",4259,138
"42","AK",2018,"July",4337,116
"43","AK",2018,"June",4308,125
"44","AK",2018,"March",4285,136
"45","AK",2018,"May",4351,126
"46","AK",2018,"November",4333,106
"47","AK",2018,"October",4309,99
"48","AK",2018,"September",4324,100
"49","AK",2019,"April",4405,119
"50","AK",2019,"August",4457,130
"51","AK",2019,"December",4528,133
"52","AK",2019,"February",4386,115
"53","AK",2019,"January",4357,107
"54","AK",2019,"July",4475,135
"55","AK",2019,"June",4517,132
"56","AK",2019,"March",4441,124
"57","AK",2019,"May",4460,128
"58","AK",2019,"November",4503,139
"59","AK",2019,"October",4482,146
"60","AK",2019,"September",4473,136
"61","AK",2020,"April",4510,120
"62","AK",2020,"August",4661,139
"63","AK",2020,"December",5008,146
"64","AK",2020,"February",4546,125
"65","AK",2020,"January",4545,134
"66","AK",2020,"July",4604,135
"67","AK",2020,"June",4499,132
"68","AK",2020,"March",4495,117
"69","AK",2020,"May",4507,128
"70","AK",2020,"November",4910,141
"71","AK",2020,"October",4816,134
"72","AK",2020,"September",4723,140
"73","AK",2021,"February",5052,148
"74","AK",2021,"January",5053,143
"75","AK",2021,"March",5100,162
"76","AL",2015,"April",50565,738
"77","AL",2015,"August",50930,736
"78","AL",2015,"December",50870,720
"79","AL",2015,"February",50004,723
"80","AL",2015,"January",49543,715
"81","AL",2015,"July",50841,743
"82","AL",2015,"June",50658,756
"83","AL",2015,"March",50486,733
"84","AL",2015,"May",50516,755
"85","AL",2015,"November",51093,725
"86","AL",2015,"October",51091,730
"87","AL",2015,"September",51044,744
"88","AL",2016,"April",50391,676
"89","AL",2016,"August",50756,685
"90","AL",2016,"December",51431,740
"91","AL",2016,"February",50555,710
"92","AL",2016,"January",50534,706
"93","AL",2016,"July",50683,681
"94","AL",2016,"June",50613,674
"95","AL",2016,"March",50348,681
"96","AL",2016,"May",50511,654
"97","AL",2016,"November",51110,718
"98","AL",2016,"October",50869,704
"99","AL",2016,"September",50810,695
"100","AL",2017,"April",51794,795
"101","AL",2017,"August",52075,808
"102","AL",2017,"December",52307,807
"103","AL",2017,"February",51542,759
"104","AL",2017,"January",51652,763
"105","AL",2017,"July",52035,809
"106","AL",2017,"June",52000,804
"107","AL",2017,"March",51668,794
"108","AL",2017,"May",51943,812
"109","AL",2017,"November",52254,799
"110","AL",2017,"October",52267,801
"111","AL",2017,"September",52232,800
"112","AL",2018,"April",53252,785
"113","AL",2018,"August",53500,745
"114","AL",2018,"December",53296,740
"115","AL",2018,"February",53281,799
"116","AL",2018,"January",53108,785
"117","AL",2018,"July",53478,759
"118","AL",2018,"June",53375,764
"119","AL",2018,"March",53230,785
"120","AL",2018,"May",53290,787
"121","AL",2018,"November",53381,744
"122","AL",2018,"October",53406,751
"123","AL",2018,"September",53384,754
"124","AL",2019,"April",52576,699
"125","AL",2019,"August",53025,731
"126","AL",2019,"December",53210,739
"127","AL",2019,"February",52432,703
"128","AL",2019,"January",52534,724
"129","AL",2019,"July",52899,715
"130","AL",2019,"June",52785,720
"131","AL",2019,"March",52531,701
"132","AL",2019,"May",52698,699
"133","AL",2019,"November",53207,750
"134","AL",2019,"October",53072,743
"135","AL",2019,"September",53061,719
"136","AL",2020,"April",54004,826
"137","AL",2020,"August",58088,934
"138","AL",2020,"December",63362,989
"139","AL",2020,"February",53422,772
"140","AL",2020,"January",53128,754
"141","AL",2020,"July",56638,919
"142","AL",2020,"June",55299,902
"143","AL",2020,"March",53503,791
"144","AL",2020,"May",54639,879
"145","AL",2020,"November",61080,960
"146","AL",2020,"October",59979,946
"147","AL",2020,"September",59072,952
"148","AL",2021,"February",67343,1033
"149","AL",2021,"January",66430,1026
"150","AL",2021,"March",67644,1064
"151","AR",2015,"April",30444,373
"152","AR",2015,"August",30884,398
"153","AR",2015,"December",30986,381
"154","AR",2015,"February",30332,366
"155","AR",2015,"January",30122,366
"156","AR",2015,"July",30685,395
"157","AR",2015,"June",30722,391
"158","AR",2015,"March",30387,385
"159","AR",2015,"May",30602,383
"160","AR",2015,"November",31007,389
"161","AR",2015,"October",31015,397
"162","AR",2015,"September",30931,392
"163","AR",2016,"April",30489,372
"164","AR",2016,"August",30488,383
"165","AR",2016,"December",31028,386
"166","AR",2016,"February",30413,379
"167","AR",2016,"January",30624,378
"168","AR",2016,"July",30590,378
"169","AR",2016,"June",30434,369
"170","AR",2016,"March",30421,363
"171","AR",2016,"May",30361,376
"172","AR",2016,"November",30697,378
"173","AR",2016,"October",30489,372
"174","AR",2016,"September",30540,379
"175","AR",2017,"April",31382,386
"176","AR",2017,"August",31596,406
"177","AR",2017,"December",31823,425
"178","AR",2017,"February",31156,380
"179","AR",2017,"January",31113,384
"180","AR",2017,"July",31550,395
"181","AR",2017,"June",31555,398
"182","AR",2017,"March",31309,384
"183","AR",2017,"May",31496,383
"184","AR",2017,"November",31654,411
"185","AR",2017,"October",31724,410
"186","AR",2017,"September",31718,413
"187","AR",2018,"April",32057,425
"188","AR",2018,"August",32011,455
"189","AR",2018,"December",31822,433
"190","AR",2018,"February",32398,424
"191","AR",2018,"January",32292,427
"192","AR",2018,"July",32046,451
"193","AR",2018,"June",32084,447
"194","AR",2018,"March",32198,430
"195","AR",2018,"May",32120,443
"196","AR",2018,"November",32127,446
"197","AR",2018,"October",32046,457
"198","AR",2018,"September",31960,448
"199","AR",2019,"April",32030,434
"200","AR",2019,"August",32084,355
"201","AR",2019,"December",32319,362
"202","AR",2019,"February",31534,451
"203","AR",2019,"January",31454,439
"204","AR",2019,"July",32004,381
"205","AR",2019,"June",31994,395
"206","AR",2019,"March",31861,437
"207","AR",2019,"May",31993,411
"208","AR",2019,"November",32266,363
"209","AR",2019,"October",32140,357
"210","AR",2019,"September",32125,354
"211","AR",2020,"April",32294,402
"212","AR",2020,"August",34158,481
"213","AR",2020,"December",37820,514
"214","AR",2020,"February",32413,370
"215","AR",2020,"January",32333,367
"216","AR",2020,"July",33407,460
"217","AR",2020,"June",32865,435
"218","AR",2020,"March",32266,384
"219","AR",2020,"May",32429,416
"220","AR",2020,"November",36582,506
"221","AR",2020,"October",35663,498
"222","AR",2020,"September",34833,492
"223","AR",2021,"February",39487,525
"224","AR",2021,"January",39076,513
"225","AR",2021,"March",39680,535
"226","AZ",2015,"April",53025,1173
"227","AZ",2015,"August",53907,1240
"228","AZ",2015,"December",54853,1267
"229","AZ",2015,"February",52371,1175
"230","AZ",2015,"January",52342,1193
"231","AZ",2015,"July",53685,1201
"232","AZ",2015,"June",53462,1209
"233","AZ",2015,"March",52826,1174
"234","AZ",2015,"May",53225,1184
"235","AZ",2015,"November",54421,1269
"236","AZ",2015,"October",54122,1264
"237","AZ",2015,"September",54058,1241
"238","AZ",2016,"April",56436,1335
"239","AZ",2016,"August",56960,1410
"240","AZ",2016,"December",57215,1393
"241","AZ",2016,"February",55755,1307
"242","AZ",2016,"January",54917,1298
"243","AZ",2016,"July",56865,1421
"244","AZ",2016,"June",56648,1370
"245","AZ",2016,"March",56319,1313
"246","AZ",2016,"May",56522,1350
"247","AZ",2016,"November",57252,1397
"248","AZ",2016,"October",57277,1405
"249","AZ",2016,"September",57051,1404
"250","AZ",2017,"April",56454,1418
"251","AZ",2017,"August",57310,1468
"252","AZ",2017,"December",58440,1555
"253","AZ",2017,"February",56609,1411
"254","AZ",2017,"January",57221,1417
"255","AZ",2017,"July",57215,1450
"256","AZ",2017,"June",57013,1455
"257","AZ",2017,"March",56269,1429
"258","AZ",2017,"May",56721,1437
"259","AZ",2017,"November",57852,1517
"260","AZ",2017,"October",57694,1503
"261","AZ",2017,"September",57531,1492
"262","AZ",2018,"April",60306,1611
"263","AZ",2018,"August",60298,1676
"264","AZ",2018,"December",60200,1730
"265","AZ",2018,"February",59896,1582
"266","AZ",2018,"January",59582,1571
"267","AZ",2018,"July",60174,1652
"268","AZ",2018,"June",60116,1606
"269","AZ",2018,"March",60187,1594
"270","AZ",2018,"May",60187,1607
"271","AZ",2018,"November",60384,1706
"272","AZ",2018,"October",60343,1672
"273","AZ",2018,"September",60366,1676
"274","AZ",2019,"April",59660,1768
"275","AZ",2019,"August",60352,1830
"276","AZ",2019,"December",61087,1981
"277","AZ",2019,"February",59464,1747
"278","AZ",2019,"January",59539,1725
"279","AZ",2019,"July",60177,1815
"280","AZ",2019,"June",60028,1778
"281","AZ",2019,"March",59529,1764
"282","AZ",2019,"May",60027,1784
"283","AZ",2019,"November",61103,1952
"284","AZ",2019,"October",60763,1945
"285","AZ",2019,"September",60560,1899
"286","AZ",2020,"April",62833,2146
"287","AZ",2020,"August",70740,2586
"288","AZ",2020,"December",77090,2644
"289","AZ",2020,"February",61763,2064
"290","AZ",2020,"January",61208,2025
"291","AZ",2020,"July",68869,2470
"292","AZ",2020,"June",65434,2361
"293","AZ",2020,"March",62144,2101
"294","AZ",2020,"May",63601,2220
"295","AZ",2020,"November",73185,2649
"296","AZ",2020,"October",72164,2615
"297","AZ",2020,"September",71407,2585
"298","AZ",2021,"February",82621,2690
"299","AZ",2021,"January",81500,2670
"300","AZ",2021,"March",82841,2708
"301","CA",2015,"April",252831,4625
"302","CA",2015,"August",256464,4670
"303","CA",2015,"December",260172,4762
"304","CA",2015,"February",249920,4616
"305","CA",2015,"January",248191,4603
"306","CA",2015,"July",255417,4628
"307","CA",2015,"June",254838,4604
"308","CA",2015,"March",251540,4608
"309","CA",2015,"May",253858,4607
"310","CA",2015,"November",258808,4747
"311","CA",2015,"October",257750,4784
"312","CA",2015,"September",257163,4747
"313","CA",2016,"April",261595,4795
"314","CA",2016,"August",261781,4791
"315","CA",2016,"December",263199,4755
"316","CA",2016,"February",260508,4745
"317","CA",2016,"January",259303,4745
"318","CA",2016,"July",261603,4816
"319","CA",2016,"June",261467,4844
"320","CA",2016,"March",261416,4768
"321","CA",2016,"May",261557,4811
"322","CA",2016,"November",262360,4709
"323","CA",2016,"October",262751,4659
"324","CA",2016,"September",262041,4716
"325","CA",2017,"April",265286,4714
"326","CA",2017,"August",267347,4900
"327","CA",2017,"December",269377,5028
"328","CA",2017,"February",264889,4724
"329","CA",2017,"January",265340,4771
"330","CA",2017,"July",267372,4870
"331","CA",2017,"June",266897,4808
"332","CA",2017,"March",264767,4721
"333","CA",2017,"May",265953,4761
"334","CA",2017,"November",268369,5059
"335","CA",2017,"October",268366,5078
"336","CA",2017,"September",268090,4972
"337","CA",2018,"April",272660,5201
"338","CA",2018,"August",272491,5289
"339","CA",2018,"December",270088,5494
"340","CA",2018,"February",271522,5174
"341","CA",2018,"January",271341,5092
"342","CA",2018,"July",272062,5209
"343","CA",2018,"June",271913,5192
"344","CA",2018,"March",272905,5195
"345","CA",2018,"May",272196,5164
"346","CA",2018,"November",271953,5400
"347","CA",2018,"October",271242,5370
"348","CA",2018,"September",271732,5341
"349","CA",2019,"April",266949,5700
"350","CA",2019,"August",268383,6041
"351","CA",2019,"December",270914,6363
"352","CA",2019,"February",266713,5555
"353","CA",2019,"January",266531,5515
"354","CA",2019,"July",268475,5945
"355","CA",2019,"June",268387,5883
"356","CA",2019,"March",266502,5623
"357","CA",2019,"May",267811,5801
"358","CA",2019,"November",270202,6285
"359","CA",2019,"October",269841,6133
"360","CA",2019,"September",268815,6091
"361","CA",2020,"April",276310,6961
"362","CA",2020,"August",293840,8220
"363","CA",2020,"December",320774,9207
"364","CA",2020,"February",272679,6591
"365","CA",2020,"January",271684,6455
"366","CA",2020,"July",287347,7793
"367","CA",2020,"June",281331,7444
"368","CA",2020,"March",273034,6746
"369","CA",2020,"May",278823,7224
"370","CA",2020,"November",304090,8940
"371","CA",2020,"October",299801,8749
"372","CA",2020,"September",297595,8480
"373","CA",2021,"February",349326,9631
"374","CA",2021,"January",343134,9530
"375","CA",2021,"March",350941,9758
"376","CO",2015,"April",36601,950
"377","CO",2015,"August",37125,928
"378","CO",2015,"December",36993,913
"379","CO",2015,"February",36330,932
"380","CO",2015,"January",36264,923
"381","CO",2015,"July",36960,918
"382","CO",2015,"June",36816,921
"383","CO",2015,"March",36300,939
"384","CO",2015,"May",36667,927
"385","CO",2015,"November",37144,908
"386","CO",2015,"October",37144,915
"387","CO",2015,"September",37101,917
"388","CO",2016,"April",37351,894
"389","CO",2016,"August",37650,934
"390","CO",2016,"December",38151,965
"391","CO",2016,"February",36987,912
"392","CO",2016,"January",36752,913
"393","CO",2016,"July",37620,928
"394","CO",2016,"June",37504,935
"395","CO",2016,"March",37387,908
"396","CO",2016,"May",37535,915
"397","CO",2016,"November",38075,952
"398","CO",2016,"October",38048,948
"399","CO",2016,"September",37834,933
"400","CO",2017,"April",38521,989
"401","CO",2017,"August",38380,1019
"402","CO",2017,"December",38759,1040
"403","CO",2017,"February",38358,967
"404","CO",2017,"January",38236,977
"405","CO",2017,"July",38367,1013
"406","CO",2017,"June",38470,997
"407","CO",2017,"March",38364,964
"408","CO",2017,"May",38410,983
"409","CO",2017,"November",38704,1046
"410","CO",2017,"October",38590,1027
"411","CO",2017,"September",38542,1024
"412","CO",2018,"April",38931,1048
"413","CO",2018,"August",39286,1027
"414","CO",2018,"December",39147,1004
"415","CO",2018,"February",38953,1053
"416","CO",2018,"January",38985,1048
"417","CO",2018,"July",39085,1035
"418","CO",2018,"June",38974,1035
"419","CO",2018,"March",38963,1068
"420","CO",2018,"May",39007,1058
"421","CO",2018,"November",39205,991
"422","CO",2018,"October",39169,1018
"423","CO",2018,"September",39185,1017
"424","CO",2019,"April",39136,994
"425","CO",2019,"August",39589,1017
"426","CO",2019,"December",40105,1100
"427","CO",2019,"February",39060,999
"428","CO",2019,"January",39010,992
"429","CO",2019,"July",39650,1008
"430","CO",2019,"June",39544,1007
"431","CO",2019,"March",39168,989
"432","CO",2019,"May",39327,992
"433","CO",2019,"November",39945,1072
"434","CO",2019,"October",39866,1054
"435","CO",2019,"September",39711,1038
"436","CO",2020,"April",41982,1230
"437","CO",2020,"August",43796,1438
"438","CO",2020,"December",47595,1512
"439","CO",2020,"February",40476,1131
"440","CO",2020,"January",40227,1120
"441","CO",2020,"July",43284,1375
"442","CO",2020,"June",42865,1321
"443","CO",2020,"March",40673,1174
"444","CO",2020,"May",42445,1296
"445","CO",2020,"November",45875,1519
"446","CO",2020,"October",44454,1490
"447","CO",2020,"September",44080,1479
"448","CO",2021,"February",48299,1583
"449","CO",2021,"January",48301,1557
"450","CO",2021,"March",48378,1633
"451","CT",2015,"April",30431,650
"452","CT",2015,"August",30549,728
"453","CT",2015,"December",30600,799
"454","CT",2015,"February",30349,633
"455","CT",2015,"January",30221,631
"456","CT",2015,"July",30612,722
"457","CT",2015,"June",30508,670
"458","CT",2015,"March",30497,639
"459","CT",2015,"May",30437,652
"460","CT",2015,"November",30751,800
"461","CT",2015,"October",30615,779
"462","CT",2015,"September",30556,748
"463","CT",2016,"April",30198,869
"464","CT",2016,"August",30156,928
"465","CT",2016,"December",30641,974
"466","CT",2016,"February",30231,836
"467","CT",2016,"January",30368,824
"468","CT",2016,"July",30094,906
"469","CT",2016,"June",30188,909
"470","CT",2016,"March",30162,849
"471","CT",2016,"May",30198,895
"472","CT",2016,"November",30294,939
"473","CT",2016,"October",30155,918
"474","CT",2016,"September",30088,929
"475","CT",2017,"April",31103,1018
"476","CT",2017,"August",31374,1081
"477","CT",2017,"December",31542,1080
"478","CT",2017,"February",31023,994
"479","CT",2017,"January",30834,985
"480","CT",2017,"July",31345,1074
"481","CT",2017,"June",31248,1056
"482","CT",2017,"March",31060,1019
"483","CT",2017,"May",31116,1046
"484","CT",2017,"November",31424,1066
"485","CT",2017,"October",31511,1092
"486","CT",2017,"September",31543,1083
"487","CT",2018,"April",31562,1065
"488","CT",2018,"August",31609,1063
"489","CT",2018,"December",31449,1070
"490","CT",2018,"February",31569,1058
"491","CT",2018,"January",31745,1053
"492","CT",2018,"July",31540,1066
"493","CT",2018,"June",31451,1069
"494","CT",2018,"March",31527,1065
"495","CT",2018,"May",31590,1052
"496","CT",2018,"November",31644,1097
"497","CT",2018,"October",31660,1081
"498","CT",2018,"September",31611,1083
"499","CT",2019,"April",31520,1080
"500","CT",2019,"August",31767,1183
"501","CT",2019,"December",31929,1231
"502","CT",2019,"February",31357,1080
"503","CT",2019,"January",31239,1087
"504","CT",2019,"July",31686,1130
"505","CT",2019,"June",31676,1102
"506","CT",2019,"March",31538,1074
"507","CT",2019,"May",31538,1093
"508","CT",2019,"November",31846,1197
"509","CT",2019,"October",31743,1189
"510","CT",2019,"September",31743,1185
"511","CT",2020,"April",34632,1333
"512","CT",2020,"August",36181,1324
"513","CT",2020,"December",38107,1385
"514","CT",2020,"February",31858,1276
"515","CT",2020,"January",31877,1263
"516","CT",2020,"July",36219,1362
"517","CT",2020,"June",36216,1348
"518","CT",2020,"March",31934,1288
"519","CT",2020,"May",36106,1348
"520","CT",2020,"November",37032,1368
"521","CT",2020,"October",36564,1364
"522","CT",2020,"September",36338,1353
"523","CT",2021,"February",39155,1403
"524","CT",2021,"January",39007,1385
"525","CT",2021,"March",38999,1413
"526","DC",2015,"April",5740,113
"527","DC",2015,"August",5703,115
"528","DC",2015,"December",5706,144
"529","DC",2015,"February",5632,113
"530","DC",2015,"January",5589,113
"531","DC",2015,"July",5668,114
"532","DC",2015,"June",5678,119
"533","DC",2015,"March",5704,115
"534","DC",2015,"May",5706,118
"535","DC",2015,"November",5754,135
"536","DC",2015,"October",5719,126
"537","DC",2015,"September",5683,122
"538","DC",2016,"April",5662,174
"539","DC",2016,"August",5789,239
"540","DC",2016,"December",6055,300
"541","DC",2016,"February",5610,146
"542","DC",2016,"January",5616,146
"543","DC",2016,"July",5770,219
"544","DC",2016,"June",5731,208
"545","DC",2016,"March",5620,161
"546","DC",2016,"May",5719,198
"547","DC",2016,"November",5933,289
"548","DC",2016,"October",5876,259
"549","DC",2016,"September",5869,247
"550","DC",2017,"April",6241,375
"551","DC",2017,"August",6296,377
"552","DC",2017,"December",6238,348
"553","DC",2017,"February",6177,342
"554","DC",2017,"January",6128,326
"555","DC",2017,"July",6314,383
"556","DC",2017,"June",6328,384
"557","DC",2017,"March",6227,357
"558","DC",2017,"May",6287,380
"559","DC",2017,"November",6257,346
"560","DC",2017,"October",6301,371
"561","DC",2017,"September",6302,380
"562","DC",2018,"April",6205,302
"563","DC",2018,"August",6213,291
"564","DC",2018,"December",6180,295
"565","DC",2018,"February",6279,324
"566","DC",2018,"January",6297,332
"567","DC",2018,"July",6190,290
"568","DC",2018,"June",6176,284
"569","DC",2018,"March",6239,305
"570","DC",2018,"May",6184,292
"571","DC",2018,"November",6241,302
"572","DC",2018,"October",6223,299
"573","DC",2018,"September",6194,294
"574","DC",2019,"April",5994,292
"575","DC",2019,"August",5920,318
"576","DC",2019,"December",6041,367
"577","DC",2019,"February",6057,306
"578","DC",2019,"January",6081,300
"579","DC",2019,"July",5918,308
"580","DC",2019,"June",5911,306
"581","DC",2019,"March",6004,304
"582","DC",2019,"May",5958,295
"583","DC",2019,"November",5969,345
"584","DC",2019,"October",5941,335
